i, r, v, t, mu, chi
2038, 10.00000, 41.42857, 0.03281, 48000.00000, 0.71795
2039, 10.00000, 41.42857, 0.03367, 48000.00000, 0.73693
2040, 10.00000, 41.42857, 0.03454, 48000.00000, 0.75592
2041, 10.00000, 41.42857, 0.03540, 48000.00000, 0.77493
2042, 10.00000, 41.42857, 0.03626, 48000.00000, 0.79394
2043, 10.00000, 41.42857, 0.03713, 48000.00000, 0.81296
2044, 10.00000, 41.42857, 0.03799, 48000.00000, 0.83200
2045, 10.00000, 41.42857, 0.03885, 48000.00000, 0.85105
2046, 10.00000, 41.42857, 0.03972, 48000.00000, 0.87011
2047, 10.00000, 41.42857, 0.04058, 48000.00000, 0.88919
2048, 10.00000, 41.42857, 0.04144, 48000.00000, 0.90828
2049, 10.00000, 41.42857, 0.04231, 48000.00000, 0.92738
2050, 10.00000, 41.42857, 0.04317, 48000.00000, 0.94650
2051, 10.00000, 41.42857, 0.04403, 48000.00000, 0.96564
2052, 10.00000, 41.42857, 0.04490, 48000.00000, 0.98479
2053, 10.00000, 41.42857, 0.04576, 48000.00000, 1.00395
2054, 10.00000, 41.42857, 0.04663, 48000.00000, 1.02314
2055, 10.00000, 41.42857, 0.04749, 48000.00000, 1.04234
2056, 10.00000, 41.42857, 0.04835, 48000.00000, 1.06156
2057, 10.00000, 41.42857, 0.04922, 48000.00000, 1.08080
2058, 10.00000, 41.42857, 0.05008, 48000.00000, 1.10005
2059, 10.00000, 41.42857, 0.05094, 48000.00000, 1.11933
2060, 10.00000, 41.42857, 0.05181, 48000.00000, 1.13863
2061, 10.00000, 41.42857, 0.05267, 48000.00000, 1.15794
2062, 10.00000, 41.42857, 0.05353, 48000.00000, 1.17728
2063, 10.00000, 41.42857, 0.05440, 48000.00000, 1.19664
2064, 10.00000, 41.42857, 0.05526, 48000.00000, 1.21602
2065, 10.00000, 41.42857, 0.05612, 48000.00000, 1.23542
2066, 10.00000, 41.42857, 0.05699, 48000.00000, 1.25485
2067, 10.00000, 41.42857, 0.05785, 48000.00000, 1.27430
2068, 10.00000, 41.42857, 0.05871, 48000.00000, 1.29377
2069, 10.00000, 41.42857, 0.05958, 48000.00000, 1.31327
2070, 10.00000, 41.42857, 0.06044, 48000.00000, 1.33280
2071, 10.00000, 41.42857, 0.06130, 48000.00000, 1.35235
2072, 10.00000, 41.42857, 0.06217, 48000.00000, 1.37192
2073, 10.00000, 41.42857, 0.06303, 48000.00000, 1.39153
2074, 10.00000, 41.42857, 0.06389, 48000.00000, 1.41116
2075, 10.00000, 41.42857, 0.06476, 48000.00000, 1.43081
2076, 10.00000, 41.42857, 0.06562, 48000.00000, 1.45050
2077, 10.00000, 41.42857, 0.06648, 48000.00000, 1.47022
2078, 10.00000, 41.42857, 0.06735, 48000.00000, 1.48996
2079, 10.00000, 41.42857, 0.06821, 48000.00000, 1.50974
2080, 10.00000, 41.42857, 0.06907, 48000.00000, 1.52955
2081, 10.00000, 41.42857, 0.06994, 48000.00000, 1.54939
2082, 10.00000, 41.42857, 0.07080, 48000.00000, 1.56926
2083, 10.00000, 41.42857, 0.07166, 48000.00000, 1.58916
2084, 10.00000, 41.42857, 0.07253, 48000.00000, 1.60910
2085, 10.00000, 41.42857, 0.07339, 48000.00000, 1.62907
2086, 10.00000, 41.42857, 0.07426, 48000.00000, 1.64908
2087, 10.00000, 41.42857, 0.07512, 48000.00000, 1.66912
2088, 10.00000, 41.42857, 0.07598, 48000.00000, 1.68920
2089, 10.00000, 41.42857, 0.07685, 48000.00000, 1.70931
2090, 10.00000, 41.42857, 0.07771, 48000.00000, 1.72946
2091, 10.00000, 41.42857, 0.07857, 48000.00000, 1.74965
2092, 10.00000, 41.42857, 0.07944, 48000.00000, 1.76988
2093, 10.00000, 41.42857, 0.08030, 48000.00000, 1.79015
2094, 10.00000, 41.42857, 0.08116, 48000.00000, 1.81046
2095, 10.00000, 41.42857, 0.08203, 48000.00000, 1.83081
2096, 10.00000, 41.42857, 0.08289, 48000.00000, 1.85120
2097, 10.00000, 41.42857, 0.08375, 48000.00000, 1.87163
2098, 10.00000, 41.42857, 0.08462, 48000.00000, 1.89211
2099, 10.00000, 41.42857, 0.08548, 48000.00000, 1.91263
2100, 10.00000, 41.42857, 0.08634, 48000.00000, 1.93319
2101, 10.00000, 41.42857, 0.08721, 48000.00000, 1.95380
2102, 10.00000, 41.42857, 0.08807, 48000.00000, 1.97446
2103, 10.00000, 41.42857, 0.08893, 48000.00000, 1.99516
2104, 10.00000, 41.42857, 0.08980, 48000.00000, 2.01591
2105, 10.00000, 41.42857, 0.09066, 48000.00000, 2.03672
2106, 10.00000, 41.42857, 0.09152, 48000.00000, 2.05756
2107, 10.00000, 41.42857, 0.09239, 48000.00000, 2.07846
2108, 10.00000, 41.42857, 0.09325, 48000.00000, 2.09942
2109, 10.00000, 41.42857, 0.09411, 48000.00000, 2.12042
2110, 10.00000, 41.42857, 0.09498, 48000.00000, 2.14148
2111, 10.00000, 41.42857, 0.09584, 48000.00000, 2.16259
2112, 10.00000, 41.42857, 0.09670, 48000.00000, 2.18375
2113, 10.00000, 41.42857, 0.09757, 48000.00000, 2.20497
2114, 10.00000, 41.42857, 0.09843, 48000.00000, 2.22625
2115, 10.00000, 41.42857, 0.09929, 48000.00000, 2.24758
2116, 10.00000, 41.42857, 0.10016, 48000.00000, 2.26898
2117, 10.00000, 41.42857, 0.10102, 48000.00000, 2.29043
2118, 10.00000, 41.42857, 0.10188, 48000.00000, 2.31194
2119, 10.00000, 41.42857, 0.10275, 48000.00000, 2.33352
2120, 10.00000, 41.42857, 0.10361, 48000.00000, 2.35516
2121, 10.00000, 41.42857, 0.10448, 48000.00000, 2.37686
2122, 10.00000, 41.42857, 0.10534, 48000.00000, 2.39863
2123, 10.00000, 41.42857, 0.10620, 48000.00000, 2.42046
2124, 10.00000, 41.42857, 0.10707, 48000.00000, 2.44236
2125, 10.00000, 41.42857, 0.10793, 48000.00000, 2.46433
2126, 10.00000, 41.42857, 0.10879, 48000.00000, 2.48636
2127, 10.00000, 41.42857, 0.10966, 48000.00000, 2.50847
2128, 10.00000, 41.42857, 0.11052, 48000.00000, 2.53065
2129, 10.00000, 41.42857, 0.11138, 48000.00000, 2.55290
2130, 10.00000, 41.42857, 0.11225, 48000.00000, 2.57523
2131, 10.00000, 41.42857, 0.11311, 48000.00000, 2.59763
2132, 10.00000, 41.42857, 0.11397, 48000.00000, 2.62011
2133, 10.00000, 41.42857, 0.11484, 48000.00000, 2.64266
2134, 10.00000, 41.42857, 0.11570, 48000.00000, 2.66530
2135, 10.00000, 41.42857, 0.11656, 48000.00000, 2.68801
2136, 10.00000, 41.42857, 0.11743, 48000.00000, 2.71081
2137, 10.00000, 41.42857, 0.11829, 48000.00000, 2.73369
2138, 10.00000, 41.42857, 0.11915, 48000.00000, 2.75666
2139, 10.00000, 41.42857, 0.12002, 48000.00000, 2.77971
2140, 10.00000, 41.42857, 0.12088, 48000.00000, 2.80285
2141, 10.00000, 41.42857, 0.12174, 48000.00000, 2.82608
2142, 10.00000, 41.42857, 0.12261, 48000.00000, 2.84941
2143, 10.00000, 41.42857, 0.12347, 48000.00000, 2.87282
2144, 10.00000, 41.42857, 0.12433, 48000.00000, 2.89633
2145, 10.00000, 41.42857, 0.12520, 48000.00000, 2.91993
2146, 10.00000, 41.42857, 0.12606, 48000.00000, 2.94363
2147, 10.00000, 41.42857, 0.12692, 48000.00000, 2.96744
2148, 10.00000, 41.42857, 0.12779, 48000.00000, 2.99134
2149, 10.00000, 41.42857, 0.12865, 48000.00000, 3.01535
2150, 10.00000, 41.42857, 0.12951, 48000.00000, 3.03946
2151, 10.00000, 41.42857, 0.13038, 48000.00000, 3.06367
2152, 10.00000, 41.42857, 0.13124, 48000.00000, 3.08800
2153, 10.00000, 41.42857, 0.13210, 48000.00000, 3.11244
2154, 10.00000, 41.42857, 0.13297, 48000.00000, 3.13699
2155, 10.00000, 41.42857, 0.13383, 48000.00000, 3.16165
2156, 10.00000, 41.42857, 0.13470, 48000.00000, 3.18643
2157, 10.00000, 41.42857, 0.13556, 48000.00000, 3.21133
2158, 10.00000, 41.42857, 0.13642, 48000.00000, 3.23636
2159, 10.00000, 41.42857, 0.13729, 48000.00000, 3.26150
2160, 10.00000, 41.42857, 0.13815, 48000.00000, 3.28678
2161, 10.00000, 41.42857, 0.13901, 48000.00000, 3.31218
2162, 10.00000, 41.42857, 0.13988, 48000.00000, 3.33771
2163, 10.00000, 41.42857, 0.14074, 48000.00000, 3.36338
2164, 10.00000, 41.42857, 0.14160, 48000.00000, 3.38918
2165, 10.00000, 41.42857, 0.14247, 48000.00000, 3.41512
2166, 10.00000, 41.42857, 0.14333, 48000.00000, 3.44120
2167, 10.00000, 41.42857, 0.14419, 48000.00000, 3.46743
2168, 10.00000, 41.42857, 0.14506, 48000.00000, 3.49380
2169, 10.00000, 41.42857, 0.14592, 48000.00000, 3.52033
2170, 10.00000, 41.42857, 0.14678, 48000.00000, 3.54701
2171, 10.00000, 41.42857, 0.14765, 48000.00000, 3.57384
2172, 10.00000, 41.42857, 0.14851, 48000.00000, 3.60084
2173, 10.00000, 41.42857, 0.14937, 48000.00000, 3.62800
2174, 10.00000, 41.42857, 0.15024, 48000.00000, 3.65532
2175, 10.00000, 41.42857, 0.15110, 48000.00000, 3.68281
2176, 10.00000, 41.42857, 0.15196, 48000.00000, 3.71048
2177, 10.00000, 41.42857, 0.15283, 48000.00000, 3.73833
2178, 10.00000, 41.42857, 0.15369, 48000.00000, 3.76635
2179, 10.00000, 41.42857, 0.15455, 48000.00000, 3.79457
2180, 10.00000, 41.42857, 0.15542, 48000.00000, 3.82297
2181, 10.00000, 41.42857, 0.15628, 48000.00000, 3.85156
2182, 10.00000, 41.42857, 0.15714, 48000.00000, 3.88035
2183, 10.00000, 41.42857, 0.15801, 48000.00000, 3.90935
2184, 10.00000, 41.42857, 0.15887, 48000.00000, 3.93855
2185, 10.00000, 41.42857, 0.15973, 48000.00000, 3.96796
2186, 10.00000, 41.42857, 0.16060, 48000.00000, 3.99759
2187, 10.00000, 41.42857, 0.16146, 48000.00000, 4.02744
2188, 10.00000, 41.42857, 0.16233, 48000.00000, 4.05752
2189, 10.00000, 41.42857, 0.16319, 48000.00000, 4.08783
2190, 10.00000, 41.42857, 0.16405, 48000.00000, 4.11837
2191, 10.00000, 41.42857, 0.16492, 48000.00000, 4.14916
2192, 10.00000, 41.42857, 0.16578, 48000.00000, 4.18020
2193, 10.00000, 41.42857, 0.16664, 48000.00000, 4.21150
2194, 10.00000, 41.42857, 0.16751, 48000.00000, 4.24305
2195, 10.00000, 41.42857, 0.16837, 48000.00000, 4.27488
2196, 10.00000, 41.42857, 0.16923, 48000.00000, 4.30698
2197, 10.00000, 41.42857, 0.17010, 48000.00000, 4.33936
2198, 10.00000, 41.42857, 0.17096, 48000.00000, 4.37203
2199, 10.00000, 41.42857, 0.17182, 48000.00000, 4.40500
2200, 10.00000, 41.42857, 0.17269, 48000.00000, 4.43828
2201, 10.00000, 41.42857, 0.17355, 48000.00000, 4.47187
2202, 10.00000, 41.42857, 0.17441, 48000.00000, 4.50578
2203, 10.00000, 41.42857, 0.17528, 48000.00000, 4.54002
2204, 10.00000, 41.42857, 0.17614, 48000.00000, 4.57460
2205, 10.00000, 41.42857, 0.17700, 48000.00000, 4.60953
2206, 10.00000, 41.42857, 0.17787, 48000.00000, 4.64482
2207, 10.00000, 41.42857, 0.17873, 48000.00000, 4.68048
2208, 10.00000, 41.42857, 0.17959, 48000.00000, 4.71652
2209, 10.00000, 41.42857, 0.18046, 48000.00000, 4.75295
2210, 10.00000, 41.42857, 0.18132, 48000.00000, 4.78979
2211, 10.00000, 41.42857, 0.18218, 48000.00000, 4.82704
2212, 10.00000, 41.42857, 0.18305, 48000.00000, 4.86472
2213, 10.00000, 41.42857, 0.18391, 48000.00000, 4.90284
2214, 10.00000, 41.42857, 0.18477, 48000.00000, 4.94141
2215, 10.00000, 41.42857, 0.18564, 48000.00000, 4.98046
2216, 10.00000, 41.42857, 0.18650, 48000.00000, 5.01999
2217, 10.00000, 41.42857, 0.18736, 48000.00000, 5.06001
2218, 10.00000, 41.42857, 0.18823, 48000.00000, 5.10056
2219, 10.00000, 41.42857, 0.18909, 48000.00000, 5.14163
2220, 10.00000, 41.42857, 0.18995, 48000.00000, 5.18326
2221, 10.00000, 41.42857, 0.19082, 48000.00000, 5.22546
2222, 10.00000, 41.42857, 0.19168, 48000.00000, 5.26825
2223, 10.00000, 41.42857, 0.19255, 48000.00000, 5.31164
2224, 10.00000, 41.42857, 0.19341, 48000.00000, 5.35567
2225, 10.00000, 41.42857, 0.19427, 48000.00000, 5.40035
2226, 10.00000, 41.42857, 0.19514, 48000.00000, 5.44570
2227, 10.00000, 41.42857, 0.19600, 48000.00000, 5.49176
2228, 10.00000, 41.42857, 0.19686, 48000.00000, 5.53854
2229, 10.00000, 41.42857, 0.19773, 48000.00000, 5.58607
2230, 10.00000, 41.42857, 0.19859, 48000.00000, 5.63438
2231, 10.00000, 41.42857, 0.19945, 48000.00000, 5.68350
2232, 10.00000, 41.42857, 0.20032, 48000.00000, 5.73346
2233, 10.00000, 41.42857, 0.20118, 48000.00000, 5.78428
2234, 10.00000, 41.42857, 0.20204, 48000.00000, 5.83602
2235, 10.00000, 41.42857, 0.20291, 48000.00000, 5.88868
2236, 10.00000, 41.42857, 0.20377, 48000.00000, 5.94232
2237, 10.00000, 41.42857, 0.20463, 48000.00000, 5.99696
2238, 10.00000, 41.42857, 0.20550, 48000.00000, 6.05266
2239, 10.00000, 41.42857, 0.20636, 48000.00000, 6.10943
2240, 10.00000, 41.42857, 0.20722, 48000.00000, 6.16733
2241, 10.00000, 41.42857, 0.20809, 48000.00000, 6.22639
2242, 10.00000, 41.42857, 0.20895, 48000.00000, 6.28665
2243, 10.00000, 41.42857, 0.20981, 48000.00000, 6.34816
2244, 10.00000, 41.42857, 0.21068, 48000.00000, 6.41095
2245, 10.00000, 41.42857, 0.21154, 48000.00000, 6.47507
2246, 10.00000, 41.42857, 0.21240, 48000.00000, 6.54055
2247, 10.00000, 41.42857, 0.21327, 48000.00000, 6.60743
2248, 10.00000, 41.42857, 0.21413, 48000.00000, 6.67574
2249, 10.00000, 41.42857, 0.21499, 48000.00000, 6.74552
2250, 10.00000, 41.42857, 0.21586, 48000.00000, 6.81678
2251, 10.00000, 41.42857, 0.21672, 48000.00000, 6.88955
2252, 10.00000, 41.42857, 0.21758, 48000.00000, 6.96383
2253, 10.00000, 41.42857, 0.21845, 48000.00000, 7.03962
2254, 10.00000, 41.42857, 0.21931, 48000.00000, 7.11690
2255, 10.00000, 41.42857, 0.22017, 48000.00000, 7.19566
2256, 10.00000, 41.42857, 0.22104, 48000.00000, 7.27584
2257, 10.00000, 41.42857, 0.22190, 48000.00000, 7.35739
2258, 10.00000, 41.42857, 0.22277, 48000.00000, 7.44023
2259, 10.00000, 41.42857, 0.22363, 48000.00000, 7.52425
2260, 10.00000, 41.42857, 0.22449, 48000.00000, 7.60934
2261, 10.00000, 41.42857, 0.22536, 48000.00000, 7.69536
2262, 10.00000, 41.42857, 0.22622, 48000.00000, 7.78214
2263, 10.00000, 41.42857, 0.22708, 48000.00000, 7.86951
2264, 10.00000, 41.42857, 0.22795, 48000.00000, 7.95728
2265, 10.00000, 41.42857, 0.22881, 48000.00000, 8.04526
2266, 10.00000, 41.42857, 0.22967, 48000.00000, 8.13323
2267, 10.00000, 41.42857, 0.23054, 48000.00000, 8.22100
2268, 10.00000, 41.42857, 0.23140, 48000.00000, 8.30836
2269, 10.00000, 41.42857, 0.23226, 48000.00000, 8.39514
2270, 10.00000, 41.42857, 0.23313, 48000.00000, 8.48113
2271, 10.00000, 41.42857, 0.23399, 48000.00000, 8.56620
2272, 10.00000, 41.42857, 0.23485, 48000.00000, 8.65020
2273, 10.00000, 41.42857, 0.23572, 48000.00000, 8.73301
2274, 10.00000, 41.42857, 0.23658, 48000.00000, 8.81453
2275, 10.00000, 41.42857, 0.23744, 48000.00000, 8.89469
2276, 10.00000, 41.42857, 0.23831, 48000.00000, 8.97341
2277, 10.00000, 41.42857, 0.23917, 48000.00000, 9.05066
2278, 10.00000, 41.42857, 0.24003, 48000.00000, 9.12642
2279, 10.00000, 41.42857, 0.24090, 48000.00000, 9.20067
2280, 10.00000, 41.42857, 0.24176, 48000.00000, 9.27340
2281, 10.00000, 41.42857, 0.24262, 48000.00000, 9.34463
2282, 10.00000, 41.42857, 0.24349, 48000.00000, 9.41438
2283, 10.00000, 41.42857, 0.24435, 48000.00000, 9.48266
2284, 10.00000, 41.42857, 0.24521, 48000.00000, 9.54951
2285, 10.00000, 41.42857, 0.24608, 48000.00000, 9.61496
2286, 10.00000, 41.42857, 0.24694, 48000.00000, 9.67905
2287, 10.00000, 41.42857, 0.24780, 48000.00000, 9.74182
2288, 10.00000, 41.42857, 0.24867, 48000.00000, 9.80330
2289, 10.00000, 41.42857, 0.24953, 48000.00000, 9.86354
2290, 10.00000, 41.42857, 0.25039, 48000.00000, 9.92257
2291, 10.00000, 41.42857, 0.25126, 48000.00000, 9.98045
2292, 10.00000, 41.42857, 0.25212, 48000.00000, 10.03720
2293, 10.00000, 41.42857, 0.25299, 48000.00000, 10.09287
2294, 10.00000, 41.42857, 0.25385, 48000.00000, 10.14749
2295, 10.00000, 41.42857, 0.25471, 48000.00000, 10.20111
2296, 10.00000, 41.42857, 0.25558, 48000.00000, 10.25376
2297, 10.00000, 41.42857, 0.25644, 48000.00000, 10.30547
2298, 10.00000, 41.42857, 0.25730, 48000.00000, 10.35628
2299, 10.00000, 41.42857, 0.25817, 48000.00000, 10.40621
2300, 10.00000, 41.42857, 0.25903, 48000.00000, 10.45532
2301, 10.00000, 41.42857, 0.25989, 48000.00000, 10.50361
2302, 10.00000, 41.42857, 0.26076, 48000.00000, 10.55113
2303, 10.00000, 41.42857, 0.26162, 48000.00000, 10.59789
2304, 10.00000, 41.42857, 0.26248, 48000.00000, 10.64393
2305, 10.00000, 41.42857, 0.26335, 48000.00000, 10.68927
2306, 10.00000, 41.42857, 0.26421, 48000.00000, 10.73394
2307, 10.00000, 41.42857, 0.26507, 48000.00000, 10.77795
2308, 10.00000, 41.42857, 0.26594, 48000.00000, 10.82133
2309, 10.00000, 41.42857, 0.26680, 48000.00000, 10.86411
2310, 10.00000, 41.42857, 0.26766, 48000.00000, 10.90629
2311, 10.00000, 41.42857, 0.26853, 48000.00000, 10.94791
2312, 10.00000, 41.42857, 0.26939, 48000.00000, 10.98898
2313, 10.00000, 41.42857, 0.27025, 48000.00000, 11.02950
2314, 10.00000, 41.42857, 0.27112, 48000.00000, 11.06952
2315, 10.00000, 41.42857, 0.27198, 48000.00000, 11.10904
2316, 10.00000, 41.42857, 0.27284, 48000.00000, 11.14808
2317, 10.00000, 41.42857, 0.27371, 48000.00000, 11.18664
2318, 10.00000, 41.42857, 0.27457, 48000.00000, 11.22475
2319, 10.00000, 41.42857, 0.27543, 48000.00000, 11.26242
2320, 10.00000, 41.42857, 0.27630, 48000.00000, 11.29966
2321, 10.00000, 41.42857, 0.27716, 48000.00000, 11.33649
2322, 10.00000, 41.42857, 0.27802, 48000.00000, 11.37291
2323, 10.00000, 41.42857, 0.27889, 48000.00000, 11.40895
2324, 10.00000, 41.42857, 0.27975, 48000.00000, 11.44460
2325, 10.00000, 41.42857, 0.28062, 48000.00000, 11.47988
2326, 10.00000, 41.42857, 0.28148, 48000.00000, 11.51480
2327, 10.00000, 41.42857, 0.28234, 48000.00000, 11.54938
2328, 10.00000, 41.42857, 0.28321, 48000.00000, 11.58361
2329, 10.00000, 41.42857, 0.28407, 48000.00000, 11.61752
2330, 10.00000, 41.42857, 0.28493, 48000.00000, 11.65110
2331, 10.00000, 41.42857, 0.28580, 48000.00000, 11.68437
2332, 10.00000, 41.42857, 0.28666, 48000.00000, 11.71733
2333, 10.00000, 41.42857, 0.28752, 48000.00000, 11.75000
2334, 10.00000, 41.42857, 0.28839, 48000.00000, 11.78237
2335, 10.00000, 41.42857, 0.28925, 48000.00000, 11.81447
2336, 10.00000, 41.42857, 0.29011, 48000.00000, 11.84629
2337, 10.00000, 41.42857, 0.29098, 48000.00000, 11.87784
2338, 10.00000, 41.42857, 0.29184, 48000.00000, 11.90913
2339, 10.00000, 41.42857, 0.29270, 48000.00000, 11.94016
2340, 10.00000, 41.42857, 0.29357, 48000.00000, 11.97095
2341, 10.00000, 41.42857, 0.29443, 48000.00000, 12.00149
2342, 10.00000, 41.42857, 0.29529, 48000.00000, 12.03179
2343, 10.00000, 41.42857, 0.29616, 48000.00000, 12.06186
2344, 10.00000, 41.42857, 0.29702, 48000.00000, 12.09171
2345, 10.00000, 41.42857, 0.29788, 48000.00000, 12.12134
2346, 10.00000, 41.42857, 0.29875, 48000.00000, 12.15074
2347, 10.00000, 41.42857, 0.29961, 48000.00000, 12.17994
2348, 10.00000, 41.42857, 0.30047, 48000.00000, 12.20893
2349, 10.00000, 41.42857, 0.30134, 48000.00000, 12.23772
2350, 10.00000, 41.42857, 0.30220, 48000.00000, 12.26631
2351, 10.00000, 41.42857, 0.30306, 48000.00000, 12.29470
2352, 10.00000, 41.42857, 0.30393, 48000.00000, 12.32291
2353, 10.00000, 41.42857, 0.30479, 48000.00000, 12.35093
2354, 10.00000, 41.42857, 0.30565, 48000.00000, 12.37877
2355, 10.00000, 41.42857, 0.30652, 48000.00000, 12.40644
2356, 10.00000, 41.42857, 0.30738, 48000.00000, 12.43393
2357, 10.00000, 41.42857, 0.30824, 48000.00000, 12.46125
2358, 10.00000, 41.42857, 0.30911, 48000.00000, 12.48841
2359, 10.00000, 41.42857, 0.30997, 48000.00000, 12.51540
2360, 10.00000, 41.42857, 0.31084, 48000.00000, 12.54223
2361, 10.00000, 41.42857, 0.31170, 48000.00000, 12.56891
2362, 10.00000, 41.42857, 0.31256, 48000.00000, 12.59543
2363, 10.00000, 41.42857, 0.31343, 48000.00000, 12.62180
2364, 10.00000, 41.42857, 0.31429, 48000.00000, 12.64802
2365, 10.00000, 41.42857, 0.31515, 48000.00000, 12.67410
2366, 10.00000, 41.42857, 0.31602, 48000.00000, 12.70004
2367, 10.00000, 41.42857, 0.31688, 48000.00000, 12.72584
2368, 10.00000, 41.42857, 0.31774, 48000.00000, 12.75150
2369, 10.00000, 41.42857, 0.31861, 48000.00000, 12.77703
2370, 10.00000, 41.42857, 0.31947, 48000.00000, 12.80243
2371, 10.00000, 41.42857, 0.32033, 48000.00000, 12.82770
2372, 10.00000, 41.42857, 0.32120, 48000.00000, 12.85284
2373, 10.00000, 41.42857, 0.32206, 48000.00000, 12.87787
2374, 10.00000, 41.42857, 0.32292, 48000.00000, 12.90276
2375, 10.00000, 41.42857, 0.32379, 48000.00000, 12.92754
2376, 10.00000, 41.42857, 0.32465, 48000.00000, 12.95221
2377, 10.00000, 41.42857, 0.32551, 48000.00000, 12.97675
2378, 10.00000, 41.42857, 0.32638, 48000.00000, 13.00119
2379, 10.00000, 41.42857, 0.32724, 48000.00000, 13.02551
2380, 10.00000, 41.42857, 0.32810, 48000.00000, 13.04973
2381, 10.00000, 41.42857, 0.32897, 48000.00000, 13.07384
2382, 10.00000, 41.42857, 0.32983, 48000.00000, 13.09784
2383, 10.00000, 41.42857, 0.33069, 48000.00000, 13.12174
2384, 10.00000, 41.42857, 0.33156, 48000.00000, 13.14554
2385, 10.00000, 41.42857, 0.33242, 48000.00000, 13.16924
2386, 10.00000, 41.42857, 0.33328, 48000.00000, 13.19284
2387, 10.00000, 41.42857, 0.33415, 48000.00000, 13.21635
2388, 10.00000, 41.42857, 0.33501, 48000.00000, 13.23976
2389, 10.00000, 41.42857, 0.33587, 48000.00000, 13.26308
2390, 10.00000, 41.42857, 0.33674, 48000.00000, 13.28631
2391, 10.00000, 41.42857, 0.33760, 48000.00000, 13.30945
2392, 10.00000, 41.42857, 0.33846, 48000.00000, 13.33250
2393, 10.00000, 41.42857, 0.33933, 48000.00000, 13.35546
2394, 10.00000, 41.42857, 0.34019, 48000.00000, 13.37834
2395, 10.00000, 41.42857, 0.34106, 48000.00000, 13.40114
2396, 10.00000, 41.42857, 0.34192, 48000.00000, 13.42385
2397, 10.00000, 41.42857, 0.34278, 48000.00000, 13.44649
2398, 10.00000, 41.42857, 0.34365, 48000.00000, 13.46904
2399, 10.00000, 41.42857, 0.34451, 48000.00000, 13.49152
2400, 10.00000, 41.42857, 0.34537, 48000.00000, 13.51392
2401, 10.00000, 41.42857, 0.34624, 48000.00000, 13.53624
2402, 10.00000, 41.42857, 0.34710, 48000.00000, 13.55849
2403, 10.00000, 41.42857, 0.34796, 48000.00000, 13.58067
2404, 10.00000, 41.42857, 0.34883, 48000.00000, 13.60278
2405, 10.00000, 41.42857, 0.34969, 48000.00000, 13.62481
2406, 10.00000, 41.42857, 0.35055, 48000.00000, 13.64678
2407, 10.00000, 41.42857, 0.35142, 48000.00000, 13.66868
2408, 10.00000, 41.42857, 0.35228, 48000.00000, 13.69051
2409, 10.00000, 41.42857, 0.35314, 48000.00000, 13.71227
2410, 10.00000, 41.42857, 0.35401, 48000.00000, 13.73397
2411, 10.00000, 41.42857, 0.35487, 48000.00000, 13.75561
2412, 10.00000, 41.42857, 0.35573, 48000.00000, 13.77718
2413, 10.00000, 41.42857, 0.35660, 48000.00000, 13.79870
2414, 10.00000, 41.42857, 0.35746, 48000.00000, 13.82015
2415, 10.00000, 41.42857, 0.35832, 48000.00000, 13.84154
2416, 10.00000, 41.42857, 0.35919, 48000.00000, 13.86287
2417, 10.00000, 41.42857, 0.36005, 48000.00000, 13.88415
2418, 10.00000, 41.42857, 0.36091, 48000.00000, 13.90537
2419, 10.00000, 41.42857, 0.36178, 48000.00000, 13.92653
2420, 10.00000, 41.42857, 0.36264, 48000.00000, 13.94764
2421, 10.00000, 41.42857, 0.36350, 48000.00000, 13.96870
2422, 10.00000, 41.42857, 0.36437, 48000.00000, 13.98970
2423, 10.00000, 41.42857, 0.36523, 48000.00000, 14.01065
2424, 10.00000, 41.42857, 0.36609, 48000.00000, 14.03155
2425, 10.00000, 41.42857, 0.36696, 48000.00000, 14.05240
2426, 10.00000, 41.42857, 0.36782, 48000.00000, 14.07320
2427, 10.00000, 41.42857, 0.36869, 48000.00000, 14.09395
2428, 10.00000, 41.42857, 0.36955, 48000.00000, 14.11465
2429, 10.00000, 41.42857, 0.37041, 48000.00000, 14.13531
2430, 10.00000, 41.42857, 0.37128, 48000.00000, 14.15592
2431, 10.00000, 41.42857, 0.37214, 48000.00000, 14.17648
2432, 10.00000, 41.42857, 0.37300, 48000.00000, 14.19700
2433, 10.00000, 41.42857, 0.37387, 48000.00000, 14.21748
2434, 10.00000, 41.42857, 0.37473, 48000.00000, 14.23791
2435, 10.00000, 41.42857, 0.37559, 48000.00000, 14.25830
2436, 10.00000, 41.42857, 0.37646, 48000.00000, 14.27865
2437, 10.00000, 41.42857, 0.37732, 48000.00000, 14.29895
2438, 10.00000, 41.42857, 0.37818, 48000.00000, 14.31922
2439, 10.00000, 41.42857, 0.37905, 48000.00000, 14.33945
2440, 10.00000, 41.42857, 0.37991, 48000.00000, 14.35964
2441, 10.00000, 41.42857, 0.38077, 48000.00000, 14.37979
2442, 10.00000, 41.42857, 0.38164, 48000.00000, 14.39990
2443, 10.00000, 41.42857, 0.38250, 48000.00000, 14.41998
2444, 10.00000, 41.42857, 0.38336, 48000.00000, 14.44002
2445, 10.00000, 41.42857, 0.38423, 48000.00000, 14.46003
2446, 10.00000, 41.42857, 0.38509, 48000.00000, 14.48000
2447, 10.00000, 41.42857, 0.38595, 48000.00000, 14.49993
2448, 10.00000, 41.42857, 0.38682, 48000.00000, 14.51984
