ticks,x,y,a,vx,vy,va,tx,ty,ta,updates,thrusters
3665,60.298,87.134,0.989,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3670,60.480,87.396,0.989,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3675,60.661,87.658,0.989,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3680,60.843,87.920,0.989,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3685,61.024,88.182,0.989,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3690,61.205,88.445,0.989,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3695,61.387,88.707,0.989,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3700,61.568,88.969,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3705,61.750,89.231,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3710,61.931,89.493,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3715,62.112,89.755,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3720,62.294,90.017,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3725,62.475,90.280,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3730,62.657,90.542,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3735,62.838,90.804,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3740,63.019,91.066,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3745,63.201,91.328,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3750,63.382,91.590,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3755,63.564,91.852,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3760,63.745,92.115,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3765,63.926,92.377,0.990,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3770,64.108,92.639,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3775,64.289,92.901,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3780,64.471,93.163,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3785,64.652,93.425,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3790,64.833,93.687,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3795,65.015,93.950,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3800,65.196,94.212,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3805,65.378,94.474,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3810,65.559,94.736,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3815,65.740,94.998,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3820,65.922,95.260,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3825,66.103,95.522,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3830,66.285,95.785,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3835,66.466,96.047,0.991,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3840,66.647,96.309,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3845,66.829,96.571,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3850,67.010,96.833,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3855,67.192,97.095,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3860,67.373,97.357,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3865,67.554,97.620,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3870,67.736,97.882,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3875,67.917,98.144,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3880,68.098,98.406,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3885,68.280,98.668,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3890,68.461,98.930,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3895,68.643,99.192,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3900,68.824,99.455,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3905,69.005,99.717,0.992,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3910,69.187,99.979,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3915,69.368,100.241,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3920,69.550,100.503,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3925,69.731,100.765,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3930,69.912,101.028,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3935,70.094,101.290,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3940,70.275,101.552,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3945,70.457,101.814,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3950,70.638,102.076,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3955,70.819,102.338,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3960,71.001,102.600,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3965,71.182,102.863,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3970,71.363,103.125,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3975,71.545,103.387,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3980,71.726,103.649,0.993,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3985,71.908,103.911,0.994,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3990,72.089,104.173,0.994,1.814,2.621,0.001,100.000,100.000,1.300,5,0
3995,72.270,104.435,0.994,1.814,2.621,0.001,100.000,100.000,1.300,5,0
4000,72.452,104.698,0.994,1.814,2.621,0.001,100.000,100.000,1.300,5,0
4005,72.633,104.960,0.994,1.814,2.621,0.002,100.000,100.000,1.300,6,6
4010,72.815,105.222,0.994,1.814,2.621,0.004,100.000,100.000,1.300,6,6
4015,72.996,105.484,0.995,1.814,2.621,0.005,100.000,100.000,1.300,6,6
4020,73.177,105.746,0.995,1.814,2.621,0.007,100.000,100.000,1.300,6,6
4025,73.359,106.008,0.996,1.814,2.621,0.008,100.000,100.000,1.300,6,6
4030,73.540,106.270,0.997,1.814,2.621,0.010,100.000,100.000,1.300,6,6
4035,73.722,106.533,0.998,1.814,2.621,0.011,100.000,100.000,1.300,6,6
4040,73.903,106.795,0.999,1.814,2.621,0.013,100.000,100.000,1.300,6,6
4045,74.084,107.057,1.000,1.814,2.621,0.014,100.000,100.000,1.300,6,6
4050,74.266,107.319,1.002,1.814,2.621,0.016,100.000,100.000,1.300,6,6
4055,74.447,107.581,1.004,1.814,2.621,0.017,100.000,100.000,1.300,6,6
4060,74.628,107.843,1.005,1.814,2.621,0.019,100.000,100.000,1.300,6,6
4065,74.810,108.105,1.007,1.814,2.621,0.020,100.000,100.000,1.300,6,6
4070,74.991,108.368,1.009,1.814,2.621,0.022,100.000,100.000,1.300,6,6
4075,75.173,108.630,1.012,1.814,2.621,0.023,100.000,100.000,1.300,6,6
4080,75.354,108.892,1.014,1.814,2.621,0.025,100.000,100.000,1.300,6,6
4085,75.535,109.154,1.017,1.814,2.621,0.026,100.000,100.000,1.300,6,6
4090,75.717,109.416,1.019,1.814,2.621,0.028,100.000,100.000,1.300,6,6
4095,75.898,109.678,1.022,1.814,2.621,0.029,100.000,100.000,1.300,6,6
4100,76.080,109.940,1.025,1.814,2.621,0.031,100.000,100.000,1.300,6,6
4105,76.261,110.203,1.028,1.814,2.621,0.032,100.000,100.000,1.300,6,6
4110,76.442,110.465,1.032,1.814,2.621,0.034,100.000,100.000,1.300,6,6
4115,76.624,110.727,1.035,1.814,2.621,0.035,100.000,100.000,1.300,6,6
4120,76.805,110.989,1.039,1.814,2.621,0.037,100.000,100.000,1.300,6,6
4125,76.987,111.251,1.042,1.814,2.621,0.038,100.000,100.000,1.300,6,6
4130,77.168,111.513,1.046,1.814,2.621,0.040,100.000,100.000,1.300,6,6
4135,77.349,111.776,1.050,1.814,2.621,0.041,100.000,100.000,1.300,6,6
4140,77.531,112.038,1.054,1.814,2.621,0.043,100.000,100.000,1.300,6,6
4145,77.712,112.300,1.059,1.814,2.621,0.044,100.000,100.000,1.300,6,6
4150,77.893,112.562,1.063,1.814,2.621,0.046,100.000,100.000,1.300,6,6
4155,78.075,112.824,1.068,1.814,2.621,0.047,100.000,100.000,1.300,6,6
4160,78.256,113.086,1.073,1.814,2.621,0.049,100.000,100.000,1.300,6,6
4165,78.438,113.348,1.078,1.814,2.621,0.050,100.000,100.000,1.300,6,6
4170,78.619,113.611,1.083,1.814,2.621,0.052,100.000,100.000,1.300,6,6
4175,78.800,113.873,1.088,1.814,2.621,0.054,100.000,100.000,1.300,6,6
4180,78.982,114.135,1.094,1.814,2.621,0.055,100.000,100.000,1.300,6,6
4185,79.163,114.397,1.099,1.814,2.621,0.057,100.000,100.000,1.300,6,6
4190,79.345,114.659,1.105,1.814,2.621,0.058,100.000,100.000,1.300,6,6
4195,79.526,114.921,1.111,1.814,2.621,0.060,100.000,100.000,1.300,6,6
4200,79.707,115.183,1.117,1.814,2.621,0.061,100.000,100.000,1.300,6,6
4205,79.889,115.446,1.123,1.814,2.621,0.063,100.000,100.000,1.300,6,6
4210,80.070,115.708,1.129,1.814,2.621,0.064,100.000,100.000,1.300,6,6
4215,80.252,115.970,1.136,1.814,2.621,0.066,100.000,100.000,1.300,6,6
4220,80.433,116.232,1.142,1.814,2.621,0.067,100.000,100.000,1.300,6,6
4225,80.614,116.494,1.149,1.814,2.621,0.069,100.000,100.000,1.300,6,6
4230,80.796,116.756,1.156,1.814,2.621,0.070,100.000,100.000,1.300,6,6
4235,80.977,117.018,1.163,1.814,2.621,0.072,100.000,100.000,1.300,6,6
4240,81.158,117.281,1.170,1.814,2.621,0.073,100.000,100.000,1.300,6,6
4245,81.340,117.543,1.178,1.814,2.621,0.075,100.000,100.000,1.300,6,6
4250,81.521,117.805,1.185,1.814,2.621,0.076,100.000,100.000,1.300,6,6
4255,81.703,118.067,1.193,1.814,2.621,0.078,100.000,100.000,1.300,6,6
4260,81.884,118.329,1.201,1.814,2.621,0.079,100.000,100.000,1.300,6,6
4265,82.065,118.591,1.209,1.814,2.621,0.081,100.000,100.000,1.300,6,6
4270,82.247,118.853,1.217,1.814,2.621,0.082,100.000,100.000,1.300,6,6
4275,82.428,119.116,1.225,1.814,2.621,0.084,100.000,100.000,1.300,6,6
4280,82.610,119.378,1.233,1.814,2.621,0.085,100.000,100.000,1.300,6,6
4285,82.791,119.640,1.242,1.814,2.621,0.087,100.000,100.000,1.300,6,6
4290,82.972,119.902,1.251,1.814,2.621,0.088,100.000,100.000,1.300,6,6
4295,83.154,120.164,1.260,1.814,2.621,0.090,100.000,100.000,1.300,6,6
4300,83.335,120.426,1.269,1.814,2.621,0.091,100.000,100.000,1.300,6,6
4305,83.517,120.688,1.278,1.814,2.621,0.093,100.000,100.000,1.300,6,6
4310,83.698,120.951,1.287,1.814,2.621,0.094,100.000,100.000,1.300,6,6
4315,83.879,121.213,1.297,1.814,2.621,0.096,100.000,100.000,1.300,6,6
4320,84.061,121.475,1.306,1.814,2.621,0.097,100.000,100.000,1.300,6,6
4325,84.242,121.737,1.316,1.814,2.621,0.099,100.000,100.000,1.300,6,6
4330,84.423,121.999,1.326,1.814,2.621,0.100,100.000,100.000,1.300,6,6
4335,84.605,122.261,1.336,1.814,2.621,0.102,100.000,100.000,1.300,6,6
4340,84.786,122.523,1.346,1.814,2.621,0.103,100.000,100.000,1.300,6,6
4345,84.968,122.786,1.357,1.814,2.621,0.105,100.000,100.000,1.300,6,6
4350,85.149,123.048,1.367,1.814,2.621,0.106,100.000,100.000,1.300,6,6
4355,85.330,123.310,1.378,1.814,2.621,0.108,100.000,100.000,1.300,6,6
4360,85.512,123.572,1.389,1.814,2.621,0.109,100.000,100.000,1.300,6,6
4365,85.693,123.834,1.400,1.814,2.621,0.111,100.000,100.000,1.300,6,6
4370,85.875,124.096,1.411,1.814,2.621,0.112,100.000,100.000,1.300,6,6
4375,86.056,124.359,1.422,1.814,2.621,0.114,100.000,100.000,1.300,6,6
4380,86.237,124.621,1.434,1.814,2.621,0.115,100.000,100.000,1.300,6,6
4385,86.419,124.883,1.445,1.814,2.621,0.117,100.000,100.000,1.300,6,6
4390,86.600,125.145,1.457,1.814,2.621,0.118,100.000,100.000,1.300,6,6
4395,86.782,125.407,1.469,1.814,2.621,0.120,100.000,100.000,1.300,6,6
4400,86.963,125.669,1.481,1.814,2.621,0.121,100.000,100.000,1.300,6,6
4405,87.144,125.931,1.493,1.814,2.621,0.120,100.000,100.000,1.300,7,6
4410,87.326,126.194,1.505,1.814,2.621,0.118,100.000,100.000,1.300,7,6
4415,87.507,126.456,1.517,1.814,2.621,0.117,100.000,100.000,1.300,7,6
4420,87.688,126.718,1.528,1.814,2.621,0.115,100.000,100.000,1.300,7,6
4425,87.870,126.980,1.540,1.814,2.621,0.114,100.000,100.000,1.300,7,6
4430,88.051,127.242,1.551,1.814,2.621,0.112,100.000,100.000,1.300,7,6
4435,88.233,127.504,1.562,1.814,2.621,0.111,100.000,100.000,1.300,7,6
4440,88.414,127.766,1.573,1.814,2.621,0.109,100.000,100.000,1.300,7,6
4445,88.595,128.029,1.584,1.814,2.621,0.108,100.000,100.000,1.300,7,6
4450,88.777,128.291,1.595,1.814,2.621,0.106,100.000,100.000,1.300,7,6
4455,88.958,128.553,1.606,1.814,2.621,0.105,100.000,100.000,1.300,7,6
4460,89.140,128.815,1.616,1.814,2.621,0.103,100.000,100.000,1.300,7,6
4465,89.321,129.077,1.626,1.814,2.621,0.102,100.000,100.000,1.300,7,6
4470,89.502,129.339,1.636,1.814,2.621,0.100,100.000,100.000,1.300,7,6
4475,89.684,129.601,1.646,1.814,2.621,0.099,100.000,100.000,1.300,7,6
4480,89.865,129.864,1.656,1.814,2.621,0.097,100.000,100.000,1.300,7,6
4485,90.047,130.126,1.666,1.814,2.621,0.096,100.000,100.000,1.300,7,6
4490,90.228,130.388,1.675,1.814,2.621,0.094,100.000,100.000,1.300,7,6
4495,90.409,130.650,1.685,1.814,2.621,0.093,100.000,100.000,1.300,7,6
4500,90.591,130.912,1.694,1.814,2.621,0.091,100.000,100.000,1.300,7,6
4505,90.772,131.174,1.703,1.814,2.621,0.090,100.000,100.000,1.300,7,6
4510,90.953,131.436,1.712,1.814,2.621,0.088,100.000,100.000,1.300,7,6
4515,91.135,131.699,1.721,1.814,2.621,0.087,100.000,100.000,1.300,7,6
4520,91.316,131.961,1.729,1.814,2.621,0.085,100.000,100.000,1.300,7,6
4525,91.498,132.223,1.738,1.814,2.621,0.084,100.000,100.000,1.300,7,6
4530,91.679,132.485,1.746,1.814,2.621,0.082,100.000,100.000,1.300,7,6
4535,91.860,132.747,1.754,1.814,2.621,0.081,100.000,100.000,1.300,7,6
4540,92.042,133.009,1.762,1.814,2.621,0.079,100.000,100.000,1.300,7,6
4545,92.223,133.271,1.770,1.814,2.621,0.078,100.000,100.000,1.300,7,6
4550,92.405,133.534,1.778,1.814,2.621,0.076,100.000,100.000,1.300,7,6
4555,92.586,133.796,1.785,1.814,2.621,0.075,100.000,100.000,1.300,7,6
4560,92.767,134.058,1.793,1.814,2.621,0.073,100.000,100.000,1.300,7,6
4565,92.949,134.320,1.800,1.814,2.621,0.072,100.000,100.000,1.300,7,6
4570,93.130,134.582,1.807,1.814,2.621,0.070,100.000,100.000,1.300,7,6
4575,93.312,134.844,1.814,1.814,2.621,0.069,100.000,100.000,1.300,7,6
4580,93.493,135.106,1.821,1.814,2.621,0.067,100.000,100.000,1.300,7,6
4585,93.674,135.369,1.827,1.814,2.621,0.066,100.000,100.000,1.300,7,6
4590,93.856,135.631,1.834,1.814,2.621,0.064,100.000,100.000,1.300,7,6
4595,94.037,135.893,1.840,1.814,2.621,0.063,100.000,100.000,1.300,7,6
4600,94.218,136.155,1.846,1.814,2.621,0.061,100.000,100.000,1.300,7,6
4605,94.400,136.417,1.853,1.814,2.621,0.060,100.000,100.000,1.300,7,6
4610,94.581,136.679,1.858,1.814,2.621,0.058,100.000,100.000,1.300,7,6
4615,94.763,136.942,1.864,1.814,2.621,0.057,100.000,100.000,1.300,7,6
4620,94.944,137.204,1.870,1.814,2.621,0.055,100.000,100.000,1.300,7,6
4625,95.125,137.466,1.875,1.814,2.621,0.054,100.000,100.000,1.300,7,6
4630,95.307,137.728,1.880,1.814,2.621,0.052,100.000,100.000,1.300,7,6
4635,95.488,137.990,1.886,1.814,2.621,0.050,100.000,100.000,1.300,7,6
4640,95.670,138.252,1.891,1.814,2.621,0.049,100.000,100.000,1.300,7,6
4645,95.851,138.514,1.895,1.814,2.621,0.047,100.000,100.000,1.300,7,6
4650,96.032,138.777,1.900,1.814,2.621,0.046,100.000,100.000,1.300,7,6
4655,96.214,139.039,1.905,1.814,2.621,0.044,100.000,100.000,1.300,7,6
4660,96.395,139.301,1.909,1.814,2.621,0.043,100.000,100.000,1.300,7,6
4665,96.576,139.563,1.913,1.814,2.621,0.041,100.000,100.000,1.300,7,6
4670,96.758,139.825,1.917,1.814,2.621,0.040,100.000,100.000,1.300,7,6
4675,96.939,140.087,1.921,1.814,2.621,0.038,100.000,100.000,1.300,7,6
4680,97.121,140.349,1.925,1.814,2.621,0.037,100.000,100.000,1.300,7,6
4685,97.302,140.612,1.929,1.814,2.621,0.035,100.000,100.000,1.300,7,6
4690,97.483,140.874,1.932,1.814,2.621,0.034,100.000,100.000,1.300,7,6
4695,97.665,141.136,1.936,1.814,2.621,0.032,100.000,100.000,1.300,7,6
4700,97.846,141.398,1.939,1.814,2.621,0.031,100.000,100.000,1.300,7,6
4705,98.028,141.660,1.942,1.814,2.621,0.029,100.000,100.000,1.300,7,6
4710,98.209,141.922,1.945,1.814,2.621,0.028,100.000,100.000,1.300,7,6
4715,98.390,142.184,1.947,1.814,2.621,0.026,100.000,100.000,1.300,7,6
4720,98.572,142.447,1.950,1.814,2.621,0.025,100.000,100.000,1.300,7,6
4725,98.753,142.709,1.952,1.814,2.621,0.023,100.000,100.000,1.300,7,6
4730,98.935,142.971,1.955,1.814,2.621,0.022,100.000,100.000,1.300,7,6
4735,99.116,143.233,1.957,1.814,2.621,0.020,100.000,100.000,1.300,7,6
4740,99.297,143.495,1.959,1.814,2.621,0.019,100.000,100.000,1.300,7,6
4745,99.479,143.757,1.961,1.814,2.621,0.017,100.000,100.000,1.300,7,6
4750,99.660,144.019,1.962,1.814,2.621,0.016,100.000,100.000,1.300,7,6
4755,99.841,144.282,1.964,1.814,2.621,0.014,100.000,100.000,1.300,7,6
4760,100.023,144.544,1.965,1.814,2.621,0.013,100.000,100.000,1.300,7,6
4765,100.204,144.806,1.966,1.814,2.621,0.011,100.000,100.000,1.300,7,6
4770,100.386,145.068,1.967,1.814,2.621,0.010,100.000,100.000,1.300,7,6
4775,100.567,145.330,1.968,1.814,2.621,0.008,100.000,100.000,1.300,7,6
4780,100.748,145.592,1.969,1.814,2.621,0.007,100.000,100.000,1.300,7,6
4785,100.930,145.854,1.970,1.814,2.621,0.005,100.000,100.000,1.300,7,6
4790,101.111,146.117,1.970,1.814,2.621,0.004,100.000,100.000,1.300,7,6
4795,101.293,146.379,1.970,1.814,2.621,0.002,100.000,100.000,1.300,7,6
4800,101.474,146.641,1.971,1.814,2.621,0.001,100.000,100.000,1.300,7,6
4805,101.655,146.903,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4810,101.837,147.165,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4815,102.018,147.427,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4820,102.200,147.689,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4825,102.381,147.952,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4830,102.562,148.214,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4835,102.744,148.476,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4840,102.925,148.738,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4845,103.106,149.000,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4850,103.288,149.262,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4855,103.469,149.525,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4860,103.651,149.787,1.971,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4865,103.832,150.049,1.972,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4870,104.013,150.311,1.972,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4875,104.195,150.573,1.972,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4880,104.376,150.835,1.972,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4885,104.558,151.097,1.972,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4890,104.739,151.360,1.972,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4895,104.920,151.622,1.972,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4900,105.102,151.884,1.972,1.814,2.621,0.001,100.000,100.000,1.300,8,0
4905,105.233,152.263,1.972,0.569,5.556,0.001,100.000,100.000,1.300,9,3
4910,105.290,152.819,1.972,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4915,105.347,153.374,1.972,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4920,105.404,153.930,1.973,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4925,105.461,154.486,1.973,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4930,105.518,155.041,1.973,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4935,105.575,155.597,1.973,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4940,105.632,156.152,1.973,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4945,105.688,156.708,1.973,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4950,105.745,157.264,1.973,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4955,105.802,157.819,1.974,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4960,105.859,158.375,1.974,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4965,105.916,158.930,1.974,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4970,105.973,159.486,1.974,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4975,106.030,160.041,1.974,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4980,106.087,160.597,1.974,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4985,106.143,161.153,1.974,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4990,106.200,161.708,1.975,0.569,5.556,0.001,100.000,100.000,1.300,10,0
4995,106.257,162.264,1.975,0.569,5.556,0.001,100.000,100.000,1.300,10,0
5000,106.314,162.819,1.975,0.569,5.556,0.001,100.000,100.000,1.300,10,0
