t,spline,actual,error
4.10466,32.37588,32.37343,-0.00245
4.10557,32.38814,32.38607,-0.00207
4.10647,32.40040,32.39873,-0.00167
4.10738,32.41265,32.41138,-0.00127
4.10828,32.42492,32.42406,-0.00085
4.10918,32.43718,32.43675,-0.00042
4.11009,32.44943,32.44943,0.00000
4.11099,32.46262,32.46213,-0.00050
4.11190,32.47583,32.47484,-0.00099
4.11280,32.48902,32.48756,-0.00146
4.11371,32.50222,32.50029,-0.00193
4.11461,32.51541,32.51302,-0.00239
4.11551,32.52861,32.52577,-0.00284
4.11642,32.54180,32.53853,-0.00327
4.11732,32.55500,32.55129,-0.00371
4.11823,32.56820,32.56407,-0.00413
4.11913,32.58140,32.57685,-0.00455
4.12004,32.59459,32.58965,-0.00494
4.12094,32.60779,32.60245,-0.00534
4.12184,32.62098,32.61526,-0.00572
4.12275,32.63417,32.62807,-0.00610
4.12365,32.64738,32.64092,-0.00645
4.12456,32.66058,32.65375,-0.00683
4.12546,32.67377,32.66660,-0.00716
4.12637,32.68697,32.67947,-0.00750
4.12727,32.70016,32.69234,-0.00782
4.12817,32.71335,32.70521,-0.00814
4.12908,32.72655,32.71810,-0.00845
4.12998,32.73975,32.73100,-0.00875
4.13089,32.75294,32.74390,-0.00904
4.13179,32.76614,32.75682,-0.00932
4.13270,32.77934,32.76975,-0.00959
4.13360,32.79253,32.78268,-0.00985
4.13450,32.80573,32.79564,-0.01009
4.13541,32.81892,32.80859,-0.01034
4.13631,32.83212,32.82156,-0.01057
4.13722,32.84532,32.83453,-0.01079
4.13812,32.85852,32.84752,-0.01100
4.13903,32.87171,32.86051,-0.01120
4.13993,32.88491,32.87353,-0.01138
4.14083,32.89810,32.88654,-0.01157
4.14174,32.91130,32.89957,-0.01173
4.14264,32.92449,32.91260,-0.01189
4.14355,32.93769,32.92564,-0.01205
4.14445,32.95089,32.93870,-0.01219
4.14536,32.96409,32.95176,-0.01233
4.14626,32.97728,32.96484,-0.01244
4.14716,32.99047,32.97792,-0.01255
4.14807,33.00367,32.99102,-0.01265
4.14897,33.01687,33.00413,-0.01274
4.14988,33.03007,33.01724,-0.01283
4.15078,33.04327,33.03036,-0.01290
4.15169,33.05646,33.04350,-0.01296
4.15259,33.06965,33.05665,-0.01300
4.15350,33.08285,33.06981,-0.01304
4.15440,33.09605,33.08297,-0.01308
4.15530,33.10924,33.09614,-0.01310
4.15621,33.12244,33.10933,-0.01311
4.15711,33.13564,33.12253,-0.01311
4.15802,33.14883,33.13573,-0.01310
4.15892,33.16203,33.14896,-0.01307
4.15983,33.17522,33.16219,-0.01304
4.16073,33.18842,33.17542,-0.01300
4.16163,33.20161,33.18866,-0.01295
4.16254,33.21481,33.20193,-0.01289
4.16344,33.22801,33.21520,-0.01281
4.16435,33.24120,33.22848,-0.01273
4.16525,33.25440,33.24177,-0.01263
4.16616,33.26760,33.25508,-0.01252
4.16706,33.28079,33.26839,-0.01241
4.16796,33.29399,33.28171,-0.01228
4.16887,33.30719,33.29504,-0.01215
4.16977,33.32038,33.30837,-0.01201
4.17068,33.33358,33.32174,-0.01184
4.17158,33.34678,33.33511,-0.01167
4.17249,33.35997,33.34847,-0.01150
4.17339,33.37317,33.36185,-0.01131
4.17429,33.38636,33.37526,-0.01110
4.17520,33.39956,33.38866,-0.01089
4.17610,33.41275,33.40208,-0.01067
4.17701,33.42595,33.41550,-0.01044
4.17791,33.43915,33.42895,-0.01020
4.17882,33.45234,33.44241,-0.00994
4.17972,33.46554,33.45587,-0.00967
4.18062,33.47874,33.46933,-0.00941
4.18153,33.49194,33.48283,-0.00911
4.18243,33.50513,33.49631,-0.00882
4.18334,33.51833,33.50982,-0.00851
4.18424,33.53152,33.52334,-0.00818
4.18515,33.54472,33.53686,-0.00786
4.18605,33.55791,33.55039,-0.00752
4.18695,33.57111,33.56395,-0.00716
4.18786,33.58431,33.57751,-0.00680
4.18876,33.59750,33.59107,-0.00643
4.18967,33.61070,33.60466,-0.00604
4.19057,33.62389,33.61825,-0.00565
4.19148,33.63709,33.63186,-0.00523
4.19238,33.65029,33.64547,-0.00482
4.19328,33.66349,33.65910,-0.00439
4.19419,33.67668,33.67274,-0.00394
4.19509,33.68988,33.68639,-0.00348
4.19600,33.70307,33.70004,-0.00303
4.19690,33.71626,33.71372,-0.00254
4.19781,33.72947,33.72740,-0.00206
4.19871,33.74266,33.74110,-0.00156
4.19962,33.75586,33.75481,-0.00105
4.20052,33.76905,33.76852,-0.00052
4.20142,33.78225,33.78225,0.00000
4.20233,33.79661,33.79600,-0.00061
4.20323,33.81098,33.80975,-0.00123
4.20414,33.82535,33.82351,-0.00184
4.20504,33.83971,33.83729,-0.00242
4.20595,33.85406,33.85107,-0.00300
4.20685,33.86843,33.86488,-0.00356
4.20775,33.88280,33.87868,-0.00412
4.20866,33.89716,33.89251,-0.00465
4.20956,33.91152,33.90634,-0.00518
4.21047,33.92589,33.92019,-0.00570
4.21137,33.94025,33.93404,-0.00621
4.21228,33.95462,33.94791,-0.00671
4.21318,33.96898,33.96179,-0.00719
4.21408,33.98335,33.97568,-0.00767
4.21499,33.99771,33.98959,-0.00812
4.21589,34.01207,34.00351,-0.00856
4.21680,34.02643,34.01743,-0.00901
4.21770,34.04079,34.03136,-0.00943
4.21861,34.05516,34.04533,-0.00984
4.21951,34.06953,34.05929,-0.01024
4.22041,34.08389,34.07326,-0.01063
4.22132,34.09825,34.08725,-0.01100
4.22222,34.11262,34.10125,-0.01137
4.22313,34.12698,34.11526,-0.01172
4.22403,34.14134,34.12930,-0.01205
4.22494,34.15570,34.14332,-0.01239
4.22584,34.17007,34.15738,-0.01270
4.22674,34.18444,34.17143,-0.01300
4.22765,34.19880,34.18552,-0.01328
4.22855,34.21317,34.19960,-0.01357
4.22946,34.22753,34.21369,-0.01384
4.23036,34.24189,34.22780,-0.01409
4.23127,34.25626,34.24193,-0.01433
4.23217,34.27062,34.25606,-0.01456
4.23307,34.28498,34.27020,-0.01477
4.23398,34.29935,34.28436,-0.01498
4.23488,34.31371,34.29854,-0.01517
4.23579,34.32808,34.31272,-0.01535
4.23669,34.34244,34.32693,-0.01551
4.23760,34.35680,34.34113,-0.01567
4.23850,34.37116,34.35535,-0.01582
4.23940,34.38553,34.36958,-0.01595
4.24031,34.39990,34.38384,-0.01606
4.24121,34.41426,34.39810,-0.01616
4.24212,34.42862,34.41238,-0.01624
4.24302,34.44299,34.42667,-0.01632
4.24393,34.45734,34.44096,-0.01639
4.24483,34.47171,34.45527,-0.01645
4.24573,34.48608,34.46959,-0.01649
4.24664,34.50044,34.48393,-0.01651
4.24754,34.51480,34.49828,-0.01652
4.24845,34.52917,34.51264,-0.01653
4.24935,34.54353,34.52702,-0.01651
4.25026,34.55790,34.54141,-0.01649
4.25116,34.57226,34.55581,-0.01645
4.25207,34.58663,34.57023,-0.01640
4.25297,34.60099,34.58466,-0.01632
4.25387,34.61535,34.59910,-0.01625
4.25478,34.62971,34.61354,-0.01617
4.25568,34.64408,34.62803,-0.01605
4.25659,34.65844,34.64250,-0.01594
4.25749,34.67280,34.65699,-0.01581
4.25840,34.68717,34.67151,-0.01566
4.25930,34.70153,34.68602,-0.01551
4.26020,34.71590,34.70056,-0.01534
4.26111,34.73026,34.71511,-0.01515
4.26201,34.74463,34.72968,-0.01495
4.26292,34.75899,34.74424,-0.01475
4.26382,34.77335,34.75884,-0.01451
4.26473,34.78771,34.77344,-0.01427
4.26563,34.80207,34.78804,-0.01403
4.26653,34.81644,34.80269,-0.01375
4.26744,34.83081,34.81734,-0.01347
4.26834,34.84517,34.83198,-0.01319
4.26925,34.85954,34.84666,-0.01288
4.27015,34.87390,34.86134,-0.01256
4.27106,34.88826,34.87603,-0.01223
4.27196,34.90263,34.89075,-0.01188
4.27286,34.91699,34.90547,-0.01152
4.27377,34.93135,34.92020,-0.01115
4.27467,34.94571,34.93497,-0.01075
4.27558,34.96008,34.94973,-0.01035
4.27648,34.97445,34.96452,-0.00993
4.27739,34.98881,34.97931,-0.00950
4.27829,35.00317,34.99412,-0.00905
4.27919,35.01754,35.00893,-0.00861
4.28010,35.03190,35.02377,-0.00813
4.28100,35.04626,35.03863,-0.00764
4.28191,35.06063,35.05350,-0.00714
4.28281,35.07499,35.06837,-0.00663
4.28372,35.08936,35.08326,-0.00610
4.28462,35.10372,35.09818,-0.00555
4.28552,35.11808,35.11310,-0.00499
4.28643,35.13244,35.12803,-0.00441
4.28733,35.14681,35.14298,-0.00383
4.28824,35.16118,35.15796,-0.00322
4.28914,35.17554,35.17294,-0.00260
4.29005,35.18990,35.18793,-0.00197
4.29095,35.20427,35.20294,-0.00132
4.29185,35.21863,35.21796,-0.00066
4.29276,35.23299,35.23299,0.00000
4.29366,35.24886,35.24806,-0.00080
4.29457,35.26471,35.26312,-0.00159
4.29547,35.28057,35.27821,-0.00236
4.29638,35.29644,35.29331,-0.00312
4.29728,35.31230,35.30842,-0.00388
4.29818,35.32816,35.32355,-0.00461
4.29909,35.34402,35.33869,-0.00533
4.29999,35.35988,35.35385,-0.00603
4.30090,35.37574,35.36903,-0.00671
4.30180,35.39160,35.38421,-0.00739
4.30271,35.40746,35.39941,-0.00805
4.30361,35.42332,35.41463,-0.00870
4.30451,35.43918,35.42986,-0.00932
4.30542,35.45505,35.44511,-0.00993
4.30632,35.47091,35.46037,-0.01053
4.30723,35.48676,35.47565,-0.01111
4.30813,35.50262,35.49094,-0.01168
4.30904,35.51849,35.50626,-0.01223
4.30994,35.53435,35.52158,-0.01277
4.31084,35.55020,35.53691,-0.01329
4.31175,35.56607,35.55228,-0.01379
4.31265,35.58192,35.56764,-0.01428
4.31356,35.59779,35.58303,-0.01476
4.31446,35.61366,35.59845,-0.01521
4.31537,35.62951,35.61387,-0.01564
4.31627,35.64537,35.62929,-0.01608
4.31718,35.66123,35.64474,-0.01649
4.31808,35.67709,35.66020,-0.01689
4.31898,35.69296,35.67569,-0.01727
4.31989,35.70881,35.69117,-0.01764
4.32079,35.72468,35.70670,-0.01798
4.32170,35.74053,35.72222,-0.01831
4.32260,35.75640,35.73777,-0.01863
4.32351,35.77225,35.75332,-0.01894
4.32441,35.78812,35.76891,-0.01921
4.32531,35.80398,35.78449,-0.01949
4.32622,35.81984,35.80011,-0.01973
4.32712,35.83570,35.81574,-0.01996
4.32803,35.85155,35.83138,-0.02017
4.32893,35.86742,35.84704,-0.02038
4.32984,35.88329,35.86271,-0.02058
4.33074,35.89914,35.87841,-0.02073
4.33164,35.91500,35.89411,-0.02089
4.33255,35.93087,35.90983,-0.02104
4.33345,35.94672,35.92558,-0.02114
4.33436,35.96259,35.94135,-0.02124
4.33526,35.97844,35.95710,-0.02134
4.33617,35.99431,35.97290,-0.02141
4.33707,36.01017,35.98869,-0.02147
4.33797,36.02603,36.00453,-0.02150
4.33888,36.04189,36.02036,-0.02152
4.33978,36.05775,36.03622,-0.02153
4.34069,36.07361,36.05209,-0.02151
4.34159,36.08947,36.06799,-0.02149
4.34250,36.10533,36.08390,-0.02143
4.34340,36.12119,36.09982,-0.02137
4.34430,36.13705,36.11577,-0.02128
4.34521,36.15292,36.13173,-0.02119
4.34611,36.16877,36.14771,-0.02107
4.34702,36.18464,36.16370,-0.02094
4.34792,36.20050,36.17970,-0.02079
4.34883,36.21635,36.19573,-0.02062
4.34973,36.23222,36.21178,-0.02044
4.35064,36.24809,36.22784,-0.02024
4.35154,36.26394,36.24393,-0.02000
4.35244,36.27980,36.26002,-0.01978
4.35335,36.29566,36.27614,-0.01952
4.35425,36.31152,36.29227,-0.01925
4.35516,36.32738,36.30843,-0.01896
4.35606,36.34324,36.32458,-0.01865
4.35697,36.35910,36.34078,-0.01832
4.35787,36.37496,36.35698,-0.01798
4.35877,36.39083,36.37320,-0.01763
4.35968,36.40668,36.38944,-0.01724
4.36058,36.42254,36.40569,-0.01685
4.36149,36.43840,36.42198,-0.01642
4.36239,36.45427,36.43829,-0.01598
4.36330,36.47012,36.45459,-0.01553
4.36420,36.48598,36.47091,-0.01508
4.36510,36.50185,36.48727,-0.01457
4.36601,36.51772,36.50365,-0.01407
4.36691,36.53357,36.52002,-0.01355
4.36782,36.54943,36.53643,-0.01300
4.36872,36.56529,36.55285,-0.01244
4.36963,36.58115,36.56929,-0.01186
4.37053,36.59702,36.58575,-0.01126
4.37143,36.61288,36.60223,-0.01065
4.37234,36.62874,36.61873,-0.01001
4.37324,36.64459,36.63524,-0.00935
4.37415,36.66046,36.65178,-0.00868
4.37505,36.67632,36.66834,-0.00797
4.37596,36.69218,36.68491,-0.00727
4.37686,36.70803,36.70149,-0.00654
4.37776,36.72390,36.71810,-0.00580
4.37867,36.73976,36.73473,-0.00502
4.37957,36.75562,36.75139,-0.00423
4.38048,36.77148,36.76806,-0.00342
4.38138,36.78734,36.78473,-0.00261
4.38229,36.80320,36.80145,-0.00176
4.38319,36.81907,36.81817,-0.00090
4.38409,36.83492,36.83492,0.00000
4.38500,36.85277,36.85168,-0.00109
4.38590,36.87063,36.86847,-0.00216
4.38681,36.88849,36.88528,-0.00321
4.38771,36.90633,36.90210,-0.00423
4.38862,36.92418,36.91893,-0.00525
4.38952,36.94204,36.93581,-0.00624
4.39042,36.95989,36.95269,-0.00720
4.39133,36.97775,36.96960,-0.00815
4.39223,36.99561,36.98652,-0.00909
4.39314,37.01345,37.00346,-0.00999
4.39404,37.03130,37.02042,-0.01088
4.39495,37.04916,37.03741,-0.01175
4.39585,37.06701,37.05441,-0.01260
4.39675,37.08486,37.07143,-0.01343
4.39766,37.10271,37.08848,-0.01424
4.39856,37.12057,37.10554,-0.01504
4.39947,37.13842,37.12262,-0.01580
4.40037,37.15628,37.13974,-0.01654
4.40128,37.17413,37.15685,-0.01728
4.40218,37.19197,37.17400,-0.01797
4.40308,37.20984,37.19116,-0.01867
4.40399,37.22769,37.20837,-0.01933
4.40489,37.24554,37.22556,-0.01998
4.40580,37.26339,37.24280,-0.02059
4.40670,37.28125,37.26005,-0.02120
4.40761,37.29910,37.27732,-0.02177
4.40851,37.31696,37.29462,-0.02234
4.40941,37.33480,37.31192,-0.02288
4.41032,37.35266,37.32927,-0.02339
4.41122,37.37051,37.34662,-0.02389
4.41213,37.38837,37.36401,-0.02436
4.41303,37.40622,37.38141,-0.02481
4.41394,37.42407,37.39883,-0.02525
4.41484,37.44193,37.41627,-0.02566
4.41575,37.45978,37.43373,-0.02605
4.41665,37.47763,37.45122,-0.02641
4.41755,37.49548,37.46871,-0.02676
4.41846,37.51334,37.48626,-0.02708
4.41936,37.53119,37.50380,-0.02739
4.42027,37.54904,37.52139,-0.02766
4.42117,37.56689,37.53897,-0.02792
4.42208,37.58475,37.55659,-0.02815
4.42298,37.60260,37.57423,-0.02836
4.42388,37.62045,37.59190,-0.02855
4.42479,37.63831,37.60960,-0.02872
4.42569,37.65616,37.62729,-0.02887
4.42660,37.67401,37.64503,-0.02898
4.42750,37.69187,37.66278,-0.02909
4.42841,37.70972,37.68054,-0.02917
4.42931,37.72757,37.69835,-0.02922
4.43021,37.74542,37.71617,-0.02925
4.43112,37.76328,37.73402,-0.02927
4.43202,37.78113,37.75187,-0.02926
4.43293,37.79899,37.76978,-0.02921
4.43383,37.81683,37.78769,-0.02914
4.43474,37.83469,37.80563,-0.02907
4.43564,37.85254,37.82358,-0.02896
4.43654,37.87040,37.84156,-0.02884
4.43745,37.88825,37.85957,-0.02868
4.43835,37.90610,37.87759,-0.02850
4.43926,37.92395,37.89566,-0.02829
4.44016,37.94181,37.91374,-0.02807
4.44107,37.95966,37.93184,-0.02782
4.44197,37.97751,37.94995,-0.02756
4.44287,37.99537,37.96809,-0.02728
4.44378,38.01322,37.98627,-0.02694
4.44468,38.03107,38.00448,-0.02660
4.44559,38.04892,38.02269,-0.02623
4.44649,38.06678,38.04094,-0.02584
4.44740,38.08463,38.05920,-0.02542
4.44830,38.10249,38.07751,-0.02498
4.44920,38.12033,38.09582,-0.02452
4.45011,38.13818,38.11416,-0.02402
4.45101,38.15604,38.13252,-0.02352
4.45192,38.17390,38.15092,-0.02298
4.45282,38.19175,38.16933,-0.02242
4.45373,38.20960,38.18777,-0.02183
4.45463,38.22746,38.20625,-0.02121
4.45553,38.24532,38.22473,-0.02058
4.45644,38.26316,38.24326,-0.01991
4.45734,38.28102,38.26180,-0.01922
4.45825,38.29887,38.28035,-0.01852
4.45915,38.31672,38.29896,-0.01776
4.46006,38.33457,38.31756,-0.01701
4.46096,38.35243,38.33624,-0.01620
4.46186,38.37028,38.35489,-0.01539
4.46277,38.38813,38.37358,-0.01455
4.46367,38.40599,38.39229,-0.01370
4.46458,38.42384,38.41106,-0.01277
4.46548,38.44169,38.42983,-0.01186
4.46639,38.45955,38.44863,-0.01091
4.46729,38.47740,38.46744,-0.00996
4.46819,38.49525,38.48631,-0.00894
4.46910,38.51311,38.50519,-0.00792
4.47000,38.53096,38.52409,-0.00687
4.47091,38.54881,38.54302,-0.00578
4.47181,38.56666,38.56197,-0.00469
4.47272,38.58452,38.58097,-0.00355
4.47362,38.60237,38.59997,-0.00240
4.47452,38.62022,38.61900,-0.00121
4.47543,38.63808,38.63808,0.00001
4.47633,38.65872,38.65717,-0.00155
4.47724,38.67936,38.67628,-0.00308
4.47814,38.70001,38.69545,-0.00456
4.47905,38.72065,38.71461,-0.00603
4.47995,38.74129,38.73382,-0.00747
4.48086,38.76194,38.75305,-0.00888
4.48176,38.78259,38.77230,-0.01028
4.48266,38.80323,38.79158,-0.01165
4.48357,38.82387,38.81090,-0.01297
4.48447,38.84451,38.83025,-0.01426
4.48538,38.86515,38.84962,-0.01554
4.48628,38.88580,38.86903,-0.01678
4.48719,38.90644,38.88844,-0.01800
4.48809,38.92709,38.90791,-0.01918
4.48899,38.94773,38.92738,-0.02034
4.48990,38.96838,38.94690,-0.02148
4.49080,38.98902,38.96645,-0.02257
4.49171,39.00965,38.98601,-0.02365
4.49261,39.03030,39.00562,-0.02469
4.49352,39.05096,39.02524,-0.02572
4.49442,39.07159,39.04489,-0.02670
4.49532,39.09223,39.06457,-0.02766
4.49623,39.11288,39.08430,-0.02859
4.49713,39.13352,39.10403,-0.02949
4.49804,39.15417,39.12382,-0.03035
4.49894,39.17481,39.14362,-0.03119
4.49985,39.19546,39.16347,-0.03199
4.50075,39.21609,39.18331,-0.03278
4.50165,39.23675,39.20322,-0.03352
4.50256,39.25740,39.22314,-0.03425
4.50346,39.27803,39.24310,-0.03493
4.50437,39.29867,39.26307,-0.03560
4.50527,39.31932,39.28310,-0.03622
4.50618,39.33996,39.30315,-0.03682
4.50708,39.36060,39.32323,-0.03736
4.50798,39.38125,39.34333,-0.03792
4.50889,39.40190,39.36348,-0.03842
4.50979,39.42254,39.38364,-0.03889
4.51070,39.44319,39.40387,-0.03932
4.51160,39.46383,39.42410,-0.03972
4.51251,39.48447,39.44437,-0.04010
4.51341,39.50512,39.46466,-0.04045
4.51432,39.52576,39.48499,-0.04077
4.51522,39.54640,39.50536,-0.04105
4.51612,39.56704,39.52573,-0.04131
4.51703,39.58769,39.54617,-0.04153
4.51793,39.60833,39.56662,-0.04171
4.51884,39.62898,39.58711,-0.04187
4.51974,39.64962,39.60763,-0.04199
4.52065,39.67027,39.62819,-0.04208
4.52155,39.69090,39.64879,-0.04211
4.52245,39.71156,39.66941,-0.04214
4.52336,39.73220,39.69006,-0.04214
4.52426,39.75285,39.71075,-0.04210
4.52517,39.77349,39.73147,-0.04202
4.52607,39.79412,39.75222,-0.04190
4.52698,39.81477,39.77299,-0.04177
4.52788,39.83541,39.79382,-0.04158
4.52878,39.85606,39.81468,-0.04137
4.52969,39.87671,39.83559,-0.04112
4.53059,39.89735,39.85651,-0.04083
4.53150,39.91800,39.87746,-0.04053
4.53240,39.93863,39.89844,-0.04020
4.53331,39.95928,39.91949,-0.03979
4.53421,39.97991,39.94052,-0.03939
4.53511,40.00056,39.96162,-0.03894
4.53602,40.02121,39.98277,-0.03844
4.53692,40.04185,40.00392,-0.03793
4.53783,40.06250,40.02513,-0.03737
4.53873,40.08314,40.04636,-0.03677
4.53964,40.10379,40.06763,-0.03615
4.54054,40.12444,40.08896,-0.03548
4.54144,40.14508,40.11029,-0.03479
4.54235,40.16571,40.13168,-0.03403
4.54325,40.18636,40.15308,-0.03328
4.54416,40.20700,40.17455,-0.03246
4.54506,40.22765,40.19602,-0.03163
4.54597,40.24829,40.21755,-0.03074
4.54687,40.26894,40.23913,-0.02981
4.54777,40.28958,40.26071,-0.02887
4.54868,40.31023,40.28236,-0.02786
4.54958,40.33088,40.30404,-0.02684
4.55049,40.35151,40.32573,-0.02578
4.55139,40.37215,40.34749,-0.02467
4.55230,40.39279,40.36927,-0.02352
4.55320,40.41344,40.39110,-0.02234
4.55410,40.43408,40.41294,-0.02114
4.55501,40.45473,40.43486,-0.01987
4.55591,40.47538,40.45680,-0.01858
4.55682,40.49602,40.47877,-0.01725
4.55772,40.51667,40.50079,-0.01588
4.55863,40.53730,40.52283,-0.01447
4.55953,40.55795,40.54491,-0.01303
4.56043,40.57858,40.56705,-0.01153
4.56134,40.59924,40.58923,-0.01000
4.56224,40.61988,40.61144,-0.00844
4.56315,40.64052,40.63370,-0.00682
4.56405,40.66117,40.65599,-0.00518
4.56496,40.68181,40.67831,-0.00350
4.56586,40.70246,40.70070,-0.00176
4.56676,40.72310,40.72310,0.00000
4.56767,40.74793,40.74555,-0.00238
4.56857,40.77278,40.76805,-0.00473
4.56948,40.79761,40.79057,-0.00704
4.57038,40.82246,40.81316,-0.00930
4.57129,40.84730,40.83578,-0.01151
4.57219,40.87213,40.85843,-0.01370
4.57310,40.89698,40.88113,-0.01584
4.57400,40.92181,40.90386,-0.01794
4.57490,40.94664,40.92664,-0.02000
4.57581,40.97147,40.94946,-0.02201
4.57671,40.99632,40.97234,-0.02398
4.57762,41.02116,40.99525,-0.02591
4.57852,41.04599,41.01820,-0.02780
4.57943,41.07084,41.04120,-0.02964
4.58033,41.09568,41.06424,-0.03144
4.58123,41.12051,41.08732,-0.03320
4.58214,41.14537,41.11045,-0.03492
4.58304,41.17019,41.13358,-0.03660
4.58395,41.19503,41.15681,-0.03821
4.58485,41.21986,41.18006,-0.03980
4.58576,41.24471,41.20338,-0.04132
4.58666,41.26954,41.22672,-0.04282
4.58756,41.29438,41.25011,-0.04427
4.58847,41.31923,41.27356,-0.04567
4.58937,41.34406,41.29703,-0.04703
4.59028,41.36890,41.32057,-0.04833
4.59118,41.39372,41.34410,-0.04962
4.59209,41.41857,41.36774,-0.05083
4.59299,41.44341,41.39140,-0.05201
4.59389,41.46825,41.41511,-0.05314
4.59480,41.49309,41.43887,-0.05423
4.59570,41.51792,41.46267,-0.05525
4.59661,41.54277,41.48653,-0.05624
4.59751,41.56761,41.51043,-0.05718
4.59842,41.59245,41.53436,-0.05808
4.59932,41.61728,41.55835,-0.05893
4.60022,41.64211,41.58237,-0.05973
4.60113,41.66695,41.60646,-0.06049
4.60203,41.69179,41.63059,-0.06120
4.60294,41.71663,41.65479,-0.06185
4.60384,41.74148,41.67902,-0.06246
4.60475,41.76631,41.70331,-0.06300
4.60565,41.79116,41.72763,-0.06353
4.60655,41.81599,41.75201,-0.06398
4.60746,41.84082,41.77644,-0.06438
4.60836,41.86565,41.80090,-0.06475
4.60927,41.89050,41.82544,-0.06506
4.61017,41.91534,41.85004,-0.06531
4.61108,41.94018,41.87465,-0.06553
4.61198,41.96502,41.89934,-0.06568
4.61288,41.98985,41.92407,-0.06578
4.61379,42.01470,41.94885,-0.06585
4.61469,42.03954,41.97372,-0.06583
4.61560,42.06436,41.99856,-0.06580
4.61650,42.08921,42.02351,-0.06570
4.61741,42.11404,42.04849,-0.06554
4.61831,42.13889,42.07353,-0.06535
4.61922,42.16373,42.09863,-0.06510
4.62012,42.18856,42.12379,-0.06477
4.62102,42.21341,42.14899,-0.06441
4.62193,42.23824,42.17425,-0.06399
4.62283,42.26308,42.19955,-0.06353
4.62374,42.28790,42.22490,-0.06300
4.62464,42.31275,42.25034,-0.06241
4.62555,42.33759,42.27581,-0.06178
4.62645,42.36243,42.30133,-0.06110
4.62735,42.38727,42.32692,-0.06035
4.62826,42.41210,42.35255,-0.05956
4.62916,42.43695,42.37825,-0.05870
4.63007,42.46179,42.40401,-0.05778
4.63097,42.48663,42.42981,-0.05682
4.63188,42.51146,42.45566,-0.05580
4.63278,42.53629,42.48158,-0.05471
4.63368,42.56113,42.50758,-0.05356
4.63459,42.58598,42.53363,-0.05235
4.63549,42.61081,42.55971,-0.05111
4.63640,42.63566,42.58586,-0.04980
4.63730,42.66049,42.61207,-0.04842
4.63821,42.68534,42.63834,-0.04699
4.63911,42.71018,42.66468,-0.04550
4.64001,42.73500,42.69106,-0.04394
4.64092,42.75985,42.71748,-0.04236
4.64182,42.78468,42.74400,-0.04067
4.64273,42.80952,42.77059,-0.03893
4.64363,42.83435,42.79720,-0.03716
4.64454,42.85920,42.82388,-0.03532
4.64544,42.88404,42.85065,-0.03340
4.64634,42.90888,42.87746,-0.03142
4.64725,42.93372,42.90434,-0.02938
4.64815,42.95854,42.93125,-0.02729
4.64906,42.98339,42.95827,-0.02511
4.64996,43.00822,42.98532,-0.02290
4.65087,43.03307,43.01244,-0.02063
4.65177,43.05791,43.03966,-0.01825
4.65267,43.08274,43.06688,-0.01586
4.65358,43.10759,43.09422,-0.01337
4.65448,43.13242,43.12158,-0.01083
4.65539,43.15726,43.14906,-0.00821
4.65629,43.18210,43.17654,-0.00556
4.65720,43.20693,43.20410,-0.00283
4.65810,43.23177,43.23177,0.00000
4.65900,43.26356,43.25947,-0.00409
4.65991,43.29536,43.28725,-0.00811
4.66081,43.32717,43.31512,-0.01205
4.66172,43.35896,43.34300,-0.01596
4.66262,43.39076,43.37099,-0.01978
4.66353,43.42255,43.39905,-0.02350
4.66443,43.45433,43.42715,-0.02718
4.66533,43.48613,43.45532,-0.03080
4.66624,43.51793,43.48360,-0.03433
4.66714,43.54973,43.51193,-0.03780
4.66805,43.58152,43.54032,-0.04120
4.66895,43.61332,43.56879,-0.04453
4.66986,43.64511,43.59731,-0.04780
4.67076,43.67692,43.62592,-0.05100
4.67167,43.70872,43.65464,-0.05408
4.67257,43.74049,43.68336,-0.05713
4.67347,43.77230,43.71217,-0.06013
4.67438,43.80408,43.74107,-0.06301
4.67528,43.83589,43.77005,-0.06584
4.67619,43.86768,43.79908,-0.06860
4.67709,43.89948,43.82822,-0.07127
4.67800,43.93129,43.85742,-0.07386
4.67890,43.96307,43.88667,-0.07640
4.67980,43.99488,43.91603,-0.07885
4.68071,44.02665,43.94544,-0.08121
4.68161,44.05845,43.97491,-0.08355
4.68252,44.09026,44.00451,-0.08575
4.68342,44.12205,44.03417,-0.08788
4.68433,44.15385,44.06390,-0.08995
4.68523,44.18564,44.09369,-0.09195
4.68613,44.21744,44.12360,-0.09384
4.68704,44.24924,44.15358,-0.09566
4.68794,44.28104,44.18359,-0.09744
4.68885,44.31282,44.21370,-0.09912
4.68975,44.34461,44.24393,-0.10068
4.69066,44.37641,44.27423,-0.10218
4.69156,44.40820,44.30459,-0.10361
4.69246,44.44000,44.33505,-0.10495
4.69337,44.47181,44.36558,-0.10623
4.69427,44.50360,44.39618,-0.10742
4.69518,44.53540,44.42688,-0.10852
4.69608,44.56719,44.45770,-0.10950
4.69699,44.59898,44.48853,-0.11044
4.69789,44.63076,44.51949,-0.11127
4.69879,44.66257,44.55053,-0.11204
4.69970,44.69437,44.58169,-0.11269
4.70060,44.72616,44.61286,-0.11330
4.70151,44.75797,44.64417,-0.11379
4.70241,44.78975,44.67554,-0.11421
4.70332,44.82156,44.70702,-0.11453
4.70422,44.85336,44.73860,-0.11476
4.70512,44.88513,44.77023,-0.11490
4.70603,44.91694,44.80198,-0.11496
