chi_0,chi
0.53115,1187.60181
0.53135,1191.03833
0.53155,1194.47632
0.53175,1197.91528
0.53195,1201.35669
0.53215,1204.80005
0.53235,1208.24487
0.53255,1211.68872
0.53275,1215.13794
0.53295,1218.58765
0.53315,1222.03979
0.53335,1225.49292
0.53355,1228.94849
0.53375,1232.40552
0.53395,1235.86450
0.53415,1239.32544
0.53435,1242.78784
0.53455,1246.25024
0.53475,1249.71606
0.53495,1253.18481
0.53515,1256.65356
0.53535,1260.12524
0.53555,1263.59888
0.53575,1267.07349
0.53595,1270.55054
0.53615,1274.02856
0.53635,1277.50708
0.53655,1280.98901
0.53675,1284.47290
0.53695,1287.95923
0.53715,1291.44653
0.53735,1294.93579
0.53755,1298.42651
0.53775,1301.91919
0.53795,1305.41431
0.53815,1308.90894
0.53835,1312.40649
0.53855,1315.90649
0.53875,1319.40845
0.53895,1322.91235
0.53915,1326.41724
0.53935,1329.92407
0.53955,1333.43335
0.53975,1336.94458
0.53995,1340.45532
0.54015,1343.96899
0.54035,1347.48560
0.54055,1351.00366
0.54075,1354.52271
0.54095,1358.04517
0.54115,1361.56860
0.54135,1365.09351
0.54155,1368.62036
0.54175,1372.14771
0.54195,1375.67749
0.54215,1379.21021
0.54235,1382.74438
0.54255,1386.28149
0.54275,1389.81860
0.54295,1393.35864
0.54315,1396.89966
0.54335,1400.44360
0.54355,1403.98657
0.54375,1407.53296
0.54395,1411.08276
0.54415,1414.63257
0.54435,1418.18530
0.54455,1421.73901
0.54475,1425.29565
0.54495,1428.85376
0.54515,1432.41333
0.54535,1435.97290
0.54555,1439.53638
0.54575,1443.10132
0.54595,1446.66821
0.54615,1450.23755
0.54635,1453.80786
0.54655,1457.38013
0.54675,1460.95435
0.54695,1464.53149
0.54715,1468.10718
0.54735,1471.68677
0.54755,1475.26880
0.54775,1478.85181
0.54795,1482.43774
0.54815,1486.02466
0.54835,1489.61353
0.54855,1493.20435
0.54875,1496.79712
0.54895,1500.38989
0.54915,1503.98560
0.54935,1507.58521
0.54955,1511.18433
0.54975,1514.78687
0.54996,1518.39087
0.55016,1521.99634
0.55036,1525.60376
0.55056,1529.21265
0.55076,1532.82202
0.55096,1536.43481
0.55116,1540.05005
0.55136,1543.66724
0.55156,1547.28540
0.55176,1550.90649
0.55196,1554.52856
0.55216,1558.15210
0.55236,1561.77808
0.55256,1565.40454
0.55276,1569.03442
0.55296,1572.66626
0.55316,1576.29956
0.55336,1579.93481
0.55356,1583.57153
0.55376,1587.21118
0.55396,1590.85181
0.55416,1594.49438
0.55436,1598.13794
0.55456,1601.78442
0.55476,1605.43286
0.55496,1609.08228
0.55516,1612.73462
0.55536,1616.38892
0.55556,1620.04517
0.55576,1623.70239
0.55596,1627.36206
0.55616,1631.02075
0.55636,1634.68530
0.55656,1638.35034
0.55676,1642.01733
0.55696,1645.68677
0.55716,1649.35767
0.55736,1653.03052
0.55756,1656.70532
0.55776,1660.38208
0.55796,1664.05835
0.55816,1667.73853
0.55836,1671.42065
0.55856,1675.10474
0.55876,1678.79028
0.55896,1682.47876
0.55916,1686.16821
0.55936,1689.86060
0.55956,1693.55396
0.55976,1697.24731
0.55996,1700.94507
0.56016,1704.64380
0.56036,1708.34546
0.56056,1712.04810
0.56076,1715.75415
0.56096,1719.45923
0.56116,1723.16919
0.56136,1726.87964
0.56156,1730.59009
0.56176,1734.30396
0.56196,1738.02075
0.56216,1741.73853
0.56236,1745.45923
0.56256,1749.18140
0.56276,1752.90552
0.56296,1756.63110
0.56316,1760.35913
0.56336,1764.08716
0.56356,1767.81860
0.56376,1771.55200
0.56396,1775.28833
0.56416,1779.02563
0.56436,1782.76489
0.56456,1786.50513
0.56476,1790.24927
0.56496,1793.99438
0.56516,1797.73901
0.56536,1801.48755
0.56556,1805.23901
0.56576,1808.99146
0.56596,1812.74634
0.56616,1816.50317
0.56636,1820.26099
0.56656,1824.02173
0.56676,1827.78442
0.56696,1831.54614
0.56716,1835.31274
0.56736,1839.08081
0.56756,1842.85181
0.56776,1846.62280
0.56796,1850.39771
0.56816,1854.17310
0.56836,1857.95093
0.56856,1861.73120
0.56876,1865.51099
0.56896,1869.29419
0.56916,1873.07935
0.56936,1876.86743
0.56956,1880.65649
0.56976,1884.44849
0.56996,1888.24243
0.57016,1892.03735
0.57036,1895.83423
0.57056,1899.63159
0.57076,1903.43286
0.57096,1907.23560
0.57116,1911.04126
0.57136,1914.84839
0.57156,1918.65747
0.57176,1922.46802
0.57196,1926.28101
0.57216,1930.09644
0.57236,1933.91040
0.57256,1937.72925
0.57276,1941.55005
0.57296,1945.37280
0.57316,1949.19751
0.57336,1953.02368
0.57356,1956.85278
0.57376,1960.68286
0.57396,1964.51587
0.57416,1968.34741
0.57436,1972.18433
0.57456,1976.02271
0.57476,1979.86255
0.57496,1983.70532
0.57516,1987.55005
0.57536,1991.39673
0.57556,1995.24536
0.57576,1999.09497
0.57596,2002.94458
0.57616,2006.79907
0.57636,2010.65503
0.57656,2014.51294
0.57676,2018.37329
0.57696,2022.23511
0.57716,2026.09937
0.57736,2029.96509
0.57756,2033.83325
0.57776,2037.70142
0.57796,2041.57349
0.57816,2045.44751
0.57836,2049.32300
0.57856,2053.20142
0.57876,2057.08179
0.57896,2060.96313
0.57916,2064.84741
0.57936,2068.73364
0.57956,2072.62134
0.57976,2076.50903
0.57996,2080.40063
0.58016,2084.29419
0.58036,2088.19067
0.58056,2092.08911
0.58076,2095.98755
0.58096,2099.89038
0.58116,2103.79419
0.58136,2107.69946
0.58156,2111.60571
0.58176,2115.51587
0.58196,2119.42700
0.58216,2123.34155
0.58236,2127.25806
0.58256,2131.17505
0.58276,2135.09497
0.58296,2139.01733
0.58316,2142.94165
0.58336,2146.86450
0.58356,2150.79321
0.58376,2154.72290
0.58396,2158.65552
0.58416,2162.58911
0.58436,2166.52563
0.58456,2170.46411
0.58476,2174.40356
0.58496,2178.34595
0.58516,2182.28735
0.58536,2186.23364
0.58556,2190.18188
0.58576,2194.13208
0.58596,2198.08521
0.58616,2202.03833
0.58636,2205.99536
0.58656,2209.95337
0.58676,2213.91382
0.58696,2217.87427
0.58716,2221.83813
0.58736,2225.80493
0.58756,2229.77319
0.58776,2233.74438
0.58796,2237.71606
0.58816,2241.69067
0.58836,2245.66772
0.58856,2249.64673
0.58876,2253.62524
0.58896,2257.60767
0.58916,2261.59204
0.58936,2265.57935
0.58956,2269.56812
0.58976,2273.55933
0.58996,2277.55200
0.59016,2281.54614
0.59036,2285.54468
0.59056,2289.54077
0.59076,2293.54175
0.59096,2297.54614
0.59116,2301.55054
0.59136,2305.55786
0.59156,2309.56812
0.59176,2313.57837
0.59196,2317.59204
0.59216,2321.60815
0.59236,2325.62329
0.59256,2329.64282
0.59276,2333.66431
0.59296,2337.68823
0.59316,2341.71411
0.59336,2345.74243
0.59356,2349.77222
0.59376,2353.80493
0.59396,2357.83862
0.59416,2361.87231
0.59436,2365.90991
0.59456,2369.95093
0.59476,2373.99390
0.59496,2378.03833
0.59516,2382.08521
0.59536,2386.13306
0.59556,2390.18384
0.59576,2394.23657
0.59596,2398.28931
0.59616,2402.34644
0.59636,2406.40552
0.59656,2410.46606
0.59676,2414.53003
0.59696,2418.59546
0.59716,2422.66333
0.59736,2426.73169
0.59756,2430.80396
0.59776,2434.87427
0.59796,2438.95044
0.59816,2443.02856
0.59836,2447.10815
0.59856,2451.19067
0.59876,2455.27466
0.59896,2459.36060
0.59916,2463.44946
0.59936,2467.53931
0.59956,2471.62866
0.59976,2475.72388
0.59996,2479.82056
0.60016,2483.91968
0.60036,2488.02075
0.60056,2492.12329
0.60076,2496.22876
0.60096,2500.33569
0.60116,2504.44556
0.60136,2508.55444
0.60156,2512.66724
0.60176,2516.78345
0.60196,2520.90112
0.60216,2525.02124
0.60236,2529.14282
0.60256,2533.26636
0.60276,2537.39282
0.60296,2541.52173
0.60316,2545.64966
0.60336,2549.78247
0.60356,2553.91675
0.60376,2558.05298
0.60396,2562.19263
0.60416,2566.33276
0.60436,2570.47681
0.60456,2574.62134
0.60476,2578.76929
0.60496,2582.91626
0.60516,2587.06763
0.60536,2591.22192
0.60556,2595.37866
0.60576,2599.53638
0.60596,2603.69556
0.60616,2607.85864
0.60636,2612.02271
0.60656,2616.18970
0.60676,2620.35571
0.60696,2624.52661
0.60716,2628.69946
0.60736,2632.87524
0.60756,2637.05200
0.60776,2641.23218
0.60796,2645.41333
0.60816,2649.59741
0.60836,2653.78247
0.60856,2657.96802
0.60876,2662.15894
0.60896,2666.35083
0.60916,2670.54517
0.60936,2674.74194
0.60956,2678.94067
0.60976,2683.14136
0.60996,2687.34448
0.61016,2691.54956
0.61036,2695.75513
0.61056,2699.96460
0.61076,2704.17651
0.61096,2708.38989
0.61116,2712.60571
0.61136,2716.82446
0.61156,2721.04419
0.61176,2725.26685
0.61196,2729.49146
0.61216,2733.71606
0.61236,2737.94556
0.61256,2742.17603
0.61276,2746.41040
0.61296,2750.64478
0.61316,2754.88306
0.61336,2759.12231
0.61356,2763.36450
0.61376,2767.60913
0.61396,2771.85278
0.61416,2776.10181
0.61436,2780.35278
0.61456,2784.60474
0.61476,2788.85962
0.61496,2793.11841
0.61516,2797.37671
0.61536,2801.63892
0.61556,2805.90210
0.61576,2810.16675
0.61596,2814.43481
0.61616,2818.70435
0.61636,2822.97778
0.61656,2827.25220
0.61676,2831.52954
0.61696,2835.80884
0.61716,2840.08911
0.61736,2844.37378
0.61756,2848.65747
0.61776,2852.94507
0.61796,2857.23462
0.61816,2861.52661
0.61836,2865.82202
0.61856,2870.11841
0.61876,2874.41821
0.61896,2878.71802
0.61916,2883.02222
0.61936,2887.32544
0.61956,2891.63306
0.61976,2895.94312
0.61996,2900.25562
0.62016,2904.56958
0.62036,2908.88696
0.62056,2913.20532
0.62076,2917.52612
0.62096,2921.84985
0.62116,2926.17212
0.62136,2930.50024
0.62156,2934.83032
0.62176,2939.16235
0.62196,2943.49731
0.62216,2947.83325
0.62236,2952.17212
0.62256,2956.51294
0.62276,2960.85620
0.62296,2965.20239
0.62316,2969.54712
0.62336,2973.89771
0.62356,2978.24927
0.62376,2982.60376
0.62396,2986.96118
0.62416,2991.31958
0.62436,2995.68140
0.62456,3000.04370
0.62476,3004.41040
0.62496,3008.77466
0.62516,3013.14478
0.62536,3017.51782
0.62556,3021.89233
0.62576,3026.26880
0.62596,3030.64771
0.62616,3035.02954
0.62636,3039.41235
0.62656,3043.79907
0.62676,3048.18481
0.62696,3052.57397
0.62716,3056.96704
0.62736,3061.36157
0.62756,3065.75903
0.62776,3070.15796
0.62796,3074.56030
0.62816,3078.96411
0.62836,3083.37036
0.62856,3087.77612
0.62876,3092.18579
0.62896,3096.59888
0.62916,3101.01392
0.62936,3105.43188
0.62956,3109.85181
0.62976,3114.27319
0.62996,3118.69800
0.63016,3123.12427
0.63036,3127.55005
0.63056,3131.98071
0.63076,3136.41431
0.63096,3140.84985
0.63116,3145.28882
0.63136,3149.72876
0.63156,3154.17017
0.63176,3158.61499
0.63196,3163.06226
0.63216,3167.50903
0.63236,3171.96021
0.63256,3176.41382
0.63276,3180.86938
0.63296,3185.32837
0.63316,3189.78979
0.63336,3194.25220
0.63356,3198.71802
0.63376,3203.18530
0.63396,3207.65161
0.63416,3212.12427
0.63436,3216.59839
0.63456,3221.07593
0.63476,3225.55396
0.63496,3230.03540
0.63516,3234.51880
0.63536,3239.00513
0.63556,3243.49341
0.63576,3247.98120
0.63596,3252.47388
0.63616,3256.96997
0.63636,3261.46606
0.63656,3265.96558
0.63676,3270.46899
0.63696,3274.97290
0.63716,3279.47925
0.63736,3283.98755
0.63756,3288.49634
0.63776,3293.01001
0.63796,3297.52563
0.63816,3302.04419
0.63836,3306.56519
0.63856,3311.08765
0.63876,3315.61353
0.63896,3320.13989
0.63916,3324.67065
0.63936,3329.19946
0.63956,3333.73413
0.63976,3338.27075
0.63996,3342.80981
0.64016,3347.35181
0.64036,3351.89526
0.64056,3356.44067
0.64076,3360.99048
0.64096,3365.53979
0.64116,3370.09058
0.64136,3374.64673
0.64156,3379.20386
0.64176,3383.76440
0.64196,3388.32642
0.64216,3392.89185
0.64236,3397.45874
0.64256,3402.02759
0.64276,3406.59985
0.64296,3411.17065
0.64316,3415.74780
0.64336,3420.32739
0.64356,3424.90796
0.64376,3429.49194
0.64396,3434.07642
0.64416,3438.66528
0.64436,3443.25562
0.64456,3447.84888
0.64476,3452.44165
0.64496,3457.03931
0.64516,3461.63989
0.64536,3466.24146
0.64556,3470.84644
0.64576,3475.45337
0.64596,3480.06274
0.64616,3484.67505
0.64636,3489.28931
0.64656,3493.90259
0.64676,3498.52173
0.64696,3503.14233
0.64716,3507.76685
0.64736,3512.39282
0.64756,3517.02173
0.64776,3521.65210
0.64796,3526.28442
0.64816,3530.92065
0.64836,3535.55591
0.64856,3540.19653
0.64876,3544.83911
0.64896,3549.48462
0.64916,3554.13110
0.64936,3558.78149
0.64956,3563.43335
0.64977,3568.08716
0.64997,3572.74536
0.65016,3577.40161
0.65036,3582.06274
0.65057,3586.72778
0.65077,3591.39478
0.65097,3596.06323
0.65117,3600.73462
0.65137,3605.40845
0.65157,3610.08472
0.65177,3614.76294
0.65197,3619.44067
0.65217,3624.12378
0.65237,3628.80981
0.65257,3633.49829
0.65277,3638.18823
0.65297,3642.88159
0.65317,3647.57642
0.65337,3652.27466
0.65357,3656.97534
0.65377,3661.67407
0.65397,3666.38013
0.65417,3671.08667
0.65437,3675.79712
0.65457,3680.50903
0.65477,3685.22388
0.65497,3689.94116
0.65517,3694.66040
0.65537,3699.38208
0.65557,3704.10278
0.65577,3708.83032
0.65597,3713.55981
0.65617,3718.29126
0.65637,3723.02563
0.65657,3727.76196
0.65677,3732.50024
0.65697,3737.24194
0.65717,3741.98560
0.65737,3746.72876
0.65757,3751.47729
0.65777,3756.22778
0.65797,3760.98267
0.65817,3765.73853
0.65837,3770.49585
0.65857,3775.25708
0.65877,3780.02026
0.65897,3784.78589
0.65917,3789.55103
0.65937,3794.32153
0.65957,3799.09546
0.65977,3803.87036
0.65997,3808.64868
0.66017,3813.42798
0.66037,3818.21216
0.66057,3822.99731
0.66077,3827.78442
0.66097,3832.57153
0.66117,3837.36450
0.66137,3842.15991
0.66157,3846.95728
0.66177,3851.75708
0.66197,3856.56079
0.66217,3861.36499
0.66237,3866.17114
0.66257,3870.98169
0.66277,3875.79175
0.66297,3880.60571
0.66317,3885.42407
0.66337,3890.24292
0.66357,3895.06616
0.66377,3899.89087
0.66397,3904.71802
0.66417,3909.54712
0.66437,3914.37915
0.66457,3919.21118
0.66477,3924.04810
0.66497,3928.88794
0.66517,3933.72974
0.66537,3938.57446
0.66557,3943.42163
0.66577,3948.27075
0.66597,3953.12231
0.66617,3957.97778
0.66637,3962.83130
0.66657,3967.69067
0.66677,3972.55249
0.66697,3977.41724
0.66717,3982.28345
0.66737,3987.15308
0.66757,3992.02515
0.66777,3996.89966
0.66797,4001.77710
0.66817,4006.65698
0.66837,4011.53442
0.66857,4016.41919
0.66877,4021.30640
0.66897,4026.19653
0.66917,4031.08813
0.66937,4035.98169
0.66957,4040.88013
0.66977,4045.77954
0.66997,4050.68140
0.67017,4055.58276
0.67037,4060.49048
0.67057,4065.39917
0.67077,4070.31177
0.67097,4075.22583
0.67117,4080.14185
0.67137,4085.06226
0.67157,4089.98462
0.67177,4094.90942
0.67197,4099.83301
0.67217,4104.76367
0.67237,4109.69531
0.67257,4114.63086
0.67277,4119.56836
0.67297,4124.50781
0.67317,4129.44922
0.67337,4134.39453
0.67357,4139.34180
0.67377,4144.28906
0.67397,4149.24121
0.67417,4154.19629
0.67437,4159.15332
0.67457,4164.11328
0.67477,4169.07812
0.67497,4174.04199
0.67517,4179.00977
0.67537,4183.98047
0.67557,4188.95020
0.67577,4193.92676
0.67597,4198.90332
0.67617,4203.88477
0.67637,4208.86719
0.67657,4213.85352
0.67677,4218.84180
0.67697,4223.83203
0.67717,4228.82617
0.67737,4233.81836
0.67757,4238.81641
0.67777,4243.81836
0.67797,4248.82129
0.67817,4253.82715
0.67837,4258.83594
0.67857,4263.84766
0.67877,4268.86133
0.67897,4273.87891
0.67917,4278.89355
0.67937,4283.91602
0.67957,4288.93945
0.67977,4293.96680
0.67997,4298.99609
0.68017,4304.02734
0.68037,4309.06152
0.68057,4314.09863
0.68077,4319.13867
0.68097,4324.17871
0.68117,4329.22266
0.68137,4334.27051
0.68157,4339.31934
0.68177,4344.37305
0.68197,4349.42773
0.68217,4354.48633
0.68237,4359.54590
0.68257,4364.60938
0.68277,4369.67188
0.68297,4374.73926
0.68317,4379.81055
0.68337,4384.88281
0.68357,4389.95898
0.68377,4395.03906
0.68397,4400.12012
0.68417,4405.20312
0.68437,4410.29004
0.68457,4415.37402
0.68477,4420.46582
0.68497,4425.56055
0.68517,4430.65723
0.68537,4435.75684
0.68557,4440.85938
0.68577,4445.96387
0.68597,4451.07129
0.68617,4456.18164
0.68637,4461.29004
0.68657,4466.40527
0.68677,4471.52246
0.68697,4476.64355
0.68717,4481.76660
0.68737,4486.89160
0.68757,4492.02051
0.68777,4497.15137
0.68797,4502.28418
0.68817,4507.41895
0.68837,4512.55664
0.68857,4517.69824
0.68877,4522.84180
0.68897,4527.98926
0.68917,4533.13770
0.68937,4538.29004
0.68957,4543.44531
0.68977,4548.60254
0.68997,4553.75879
0.69017,4558.92188
0.69037,4564.08691
0.69057,4569.25488
0.69077,4574.42480
0.69097,4579.59863
0.69117,4584.77344
0.69137,4589.95215
0.69157,4595.13379
0.69177,4600.31348
0.69197,4605.50098
0.69217,4610.69043
0.69237,4615.88184
0.69257,4621.07520
0.69277,4626.27344
0.69297,4631.47266
0.69317,4636.67480
0.69337,4641.87988
0.69357,4647.08496
0.69377,4652.29590
0.69397,4657.50879
0.69417,4662.72461
0.69437,4667.94238
0.69457,4673.16504
0.69477,4678.38770
0.69497,4683.61426
0.69517,4688.84277
0.69537,4694.07129
0.69557,4699.30664
0.69577,4704.54395
0.69597,4709.78320
0.69617,4715.02539
0.69637,4720.27148
0.69657,4725.51953
0.69677,4730.77051
0.69697,4736.02344
0.69717,4741.27637
0.69737,4746.53418
0.69757,4751.79785
0.69777,4757.06055
0.69797,4762.32715
0.69817,4767.59766
0.69837,4772.86816
0.69857,4778.14355
0.69877,4783.42090
0.69897,4788.69824
0.69917,4793.98145
0.69937,4799.26758
0.69957,4804.55664
0.69977,4809.84766
0.69997,4815.14160
0.70017,4820.43750
0.70037,4825.73730
0.70057,4831.04004
0.70077,4836.34082
0.70097,4841.64941
0.70117,4846.95898
0.70137,4852.27148
0.70157,4857.58691
0.70177,4862.90527
0.70197,4868.22656
0.70217,4873.54980
0.70237,4878.87695
0.70257,4884.20312
0.70277,4889.53516
0.70297,4894.87012
0.70317,4900.20898
0.70337,4905.54785
0.70357,4910.89160
0.70377,4916.23633
0.70397,4921.58496
0.70417,4926.93652
0.70437,4932.28711
0.70457,4937.64258
0.70477,4943.00293
0.70497,4948.36426
0.70517,4953.73047
0.70537,4959.09766
0.70557,4964.46875
0.70577,4969.84082
0.70597,4975.21777
0.70617,4980.59375
0.70637,4985.97559
0.70657,4991.35840
0.70677,4996.74609
0.70697,5002.13574
0.70717,5007.52832
0.70737,5012.92285
0.70757,5018.32129
0.70777,5023.72266
0.70797,5029.12305
0.70817,5034.52930
0.70837,5039.93848
0.70857,5045.35059
0.70877,5050.76562
0.70897,5056.18262
0.70917,5061.60254
0.70937,5067.02539
0.70957,5072.45117
0.70977,5077.87598
0.70997,5083.30957
0.71017,5088.74316
0.71037,5094.17969
0.71057,5099.61914
0.71077,5105.06250
0.71097,5110.50684
0.71117,5115.95508
0.71137,5121.40625
0.71157,5126.86035
0.71177,5132.31348
0.71197,5137.77246
0.71217,5143.23438
0.71237,5148.70020
0.71257,5154.16602
0.71277,5159.63867
0.71297,5165.11133
0.71317,5170.58691
0.71337,5176.06543
0.71357,5181.54492
0.71377,5187.02832
0.71397,5192.51660
0.71417,5198.00684
0.71437,5203.49902
0.71457,5208.99512
0.71477,5214.49414
0.71497,5219.99707
0.71517,5225.50000
0.71537,5231.00293
0.71557,5236.51270
0.71577,5242.02539
0.71597,5247.54199
0.71617,5253.05957
0.71637,5258.58105
0.71657,5264.10645
0.71677,5269.63281
0.71697,5275.16113
0.71717,5280.69141
0.71737,5286.22754
0.71757,5291.76465
0.71777,5297.30566
0.71797,5302.84961
0.71817,5308.39648
0.71837,5313.94629
0.71857,5319.49902
0.71877,5325.05371
0.71897,5330.60938
0.71917,5336.16992
0.71937,5341.73340
0.71957,5347.29980
0.71977,5352.87012
0.71997,5358.44336
0.72017,5364.01855
0.72037,5369.59668
0.72057,5375.17676
0.72077,5380.75684
0.72097,5386.34473
0.72117,5391.93457
0.72137,5397.52637
0.72157,5403.12109
0.72177,5408.71973
0.72197,5414.32129
0.72217,5419.92578
0.72237,5425.53223
0.72257,5431.13770
0.72277,5436.75098
0.72297,5442.36621
0.72317,5447.98438
0.72337,5453.60645
0.72357,5459.23145
0.72377,5464.85742
0.72397,5470.48730
0.72417,5476.11816
0.72437,5481.75195
0.72457,5487.39062
0.72477,5493.03223
0.72497,5498.67676
0.72517,5504.32422
0.72537,5509.97363
0.72557,5515.62598
0.72577,5521.28223
0.72597,5526.94238
0.72617,5532.59863
0.72637,5538.26367
0.72657,5543.93164
0.72677,5549.60156
0.72697,5555.27637
0.72717,5560.95117
0.72737,5566.63086
0.72757,5572.31348
0.72777,5577.99805
0.72797,5583.68262
0.72817,5589.37207
0.72837,5595.06738
0.72857,5600.76367
0.72877,5606.46387
0.72897,5612.16602
0.72917,5617.87109
0.72937,5623.57910
0.72957,5629.28906
0.72977,5635.00195
0.72997,5640.71777
0.73017,5646.43848
0.73037,5652.16211
0.73057,5657.88770
0.73077,5663.61621
0.73097,5669.34863
0.73117,5675.08398
0.73137,5680.82129
0.73157,5686.55762
0.73177,5692.30273
0.73197,5698.04785
0.73217,5703.79785
0.73237,5709.55078
0.73257,5715.30566
0.73277,5721.06348
0.73297,5726.82520
0.73317,5732.58887
0.73337,5738.35254
0.73357,5744.12207
0.73377,5749.89648
0.73397,5755.67188
0.73417,5761.45215
0.73437,5767.23340
0.73457,5773.01855
0.73477,5778.80664
0.73497,5784.59766
0.73517,5790.38770
0.73537,5796.18457
0.73557,5801.98438
0.73577,5807.78711
0.73597,5813.59277
0.73617,5819.40137
0.73637,5825.21289
0.73657,5831.02637
0.73677,5836.84570
0.73697,5842.66211
0.73717,5848.48730
0.73737,5854.31348
0.73757,5860.14258
0.73777,5865.97656
0.73797,5871.80957
0.73817,5877.64941
0.73837,5883.49121
0.73857,5889.33496
0.73877,5895.17969
0.73897,5901.03027
0.73917,5906.88379
0.73937,5912.74121
0.73957,5918.60059
0.73977,5924.46289
0.73997,5930.32715
0.74017,5936.19629
0.74037,5942.06934
0.74057,5947.94043
0.74077,5953.81738
0.74097,5959.69824
0.74117,5965.58105
0.74137,5971.46777
0.74157,5977.35742
0.74177,5983.25000
0.74197,5989.14648
0.74217,5995.04590
0.74237,6000.94434
0.74257,6006.84863
0.74277,6012.75684
0.74297,6018.66699
0.74317,6024.58105
0.74337,6030.49805
0.74357,6036.41797
0.74377,6042.34180
0.74397,6048.26758
0.74417,6054.19238
0.74437,6060.12500
0.74457,6066.06055
0.74477,6071.99805
0.74497,6077.93945
0.74517,6083.88379
0.74537,6089.83105
0.74557,6095.78223
0.74577,6101.73633
0.74597,6107.68848
0.74617,6113.64941
0.74637,6119.61035
0.74657,6125.57715
0.74677,6131.54590
0.74697,6137.51758
0.74717,6143.49121
0.74737,6149.47070
0.74757,6155.45020
0.74777,6161.43066
0.74797,6167.41895
0.74817,6173.40820
0.74837,6179.40137
0.74857,6185.39941
0.74877,6191.39844
0.74897,6197.40039
0.74917,6203.40527
0.74937,6209.41504
0.74957,6215.42285
0.74977,6221.43848
0.74997,6227.45508
0.75017,6233.47656
0.75038,6239.50098
0.75058,6245.52832
0.75078,6251.55762
0.75098,6257.59180
0.75118,6263.62793
0.75138,6269.66406
0.75158,6275.70703
0.75178,6281.75195
0.75198,6287.79980
0.75218,6293.85254
0.75238,6299.90918
0.75258,6305.96582
0.75278,6312.02832
0.75298,6318.09277
0.75318,6324.15527
0.75338,6330.22656
0.75358,6336.29980
0.75378,6342.37793
0.75398,6348.45605
0.75418,6354.53906
0.75438,6360.62695
0.75458,6366.71582
0.75478,6372.80957
0.75498,6378.90039
0.75518,6384.99902
0.75538,6391.10059
0.75558,6397.20605
0.75578,6403.31445
0.75598,6409.42480
0.75618,6415.54004
0.75638,6421.65723
0.75658,6427.77637
0.75678,6433.90137
0.75698,6440.02344
0.75718,6446.15430
0.75738,6452.28711
0.75758,6458.42480
0.75778,6464.56348
0.75798,6470.70605
0.75818,6476.85254
0.75838,6483.00098
0.75858,6489.15332
0.75878,6495.30371
0.75898,6501.46289
0.75918,6507.62500
0.75938,6513.79004
0.75958,6519.95703
0.75978,6526.12793
0.75998,6532.30371
0.76018,6538.48047
0.76038,6544.66016
0.76058,6550.84180
0.76078,6557.02734
0.76098,6563.21777
0.76118,6569.41113
0.76138,6575.60645
0.76158,6581.80566
0.76178,6588.00879
0.76198,6594.21387
0.76218,6600.42383
0.76238,6606.63379
0.76258,6612.84961
0.76278,6619.06836
0.76298,6625.29004
0.76318,6631.51465
0.76338,6637.74219
0.76358,6643.97363
0.76378,6650.20801
0.76398,6656.44629
0.76418,6662.68359
0.76438,6668.92871
0.76458,6675.17676
0.76478,6681.42578
0.76498,6687.68066
0.76518,6693.93652
0.76538,6700.19727
0.76558,6706.46094
0.76578,6712.72754
0.76598,6718.99414
0.76618,6725.26660
0.76638,6731.54395
0.76658,6737.82227
0.76678,6744.10547
0.76698,6750.39160
0.76718,6756.68164
0.76738,6762.97363
0.76758,6769.26953
0.76778,6775.56348
0.76798,6781.86719
0.76818,6788.17188
0.76838,6794.47949
0.76858,6800.79297
0.76878,6807.10645
0.76898,6813.42480
0.76918,6819.74902
0.76938,6826.07227
0.76958,6832.39648
0.76978,6838.72754
0.76998,6845.06152
0.77018,6851.39941
0.77038,6857.74121
0.77058,6864.08594
0.77078,6870.43457
0.77098,6876.78418
0.77118,6883.13867
0.77138,6889.49219
0.77158,6895.85059
0.77178,6902.21582
0.77198,6908.58203
0.77218,6914.95312
0.77238,6921.32715
0.77258,6927.70312
0.77278,6934.08301
0.77298,6940.46777
0.77318,6946.84961
0.77338,6953.24121
0.77358,6959.63281
0.77378,6966.03027
0.77398,6972.42969
0.77418,6978.83203
0.77438,6985.23926
0.77458,6991.64844
0.77478,6998.06152
0.77498,7004.47461
0.77518,7010.89355
0.77538,7017.31738
0.77558,7023.74316
0.77578,7030.17285
0.77598,7036.60547
0.77618,7043.04199
0.77638,7049.48047
0.77658,7055.92285
0.77678,7062.36523
0.77698,7068.81348
0.77718,7075.26660
0.77738,7081.72363
0.77758,7088.18262
0.77778,7094.64355
0.77798,7101.11133
0.77818,7107.58008
0.77838,7114.05371
0.77858,7120.52539
0.77878,7127.00293
0.77898,7133.48535
0.77918,7139.97070
0.77938,7146.45996
0.77958,7152.95215
0.77978,7159.44922
0.77998,7165.94824
0.78018,7172.44922
0.78038,7178.95215
0.78058,7185.45996
0.78078,7191.97363
0.78098,7198.48926
0.78118,7205.00879
0.78138,7211.53125
0.78158,7218.05566
0.78178,7224.58594
0.78198,7231.11816
0.78218,7237.64941
0.78238,7244.18848
0.78258,7250.73242
0.78278,7257.27832
0.78298,7263.82520
0.78318,7270.37891
0.78338,7276.93555
0.78358,7283.49219
0.78378,7290.05762
0.78398,7296.61914
0.78418,7303.18652
0.78438,7309.76270
0.78458,7316.33691
0.78478,7322.91699
0.78498,7329.49902
0.78518,7336.08398
0.78538,7342.67578
